Substance name,EC / List no,CAS no,Status,Submitter,Regulatory programme,Latest update,Link ID,Details
"milbemectin (ISO); Reaction mass of (2aE,4E,8E)-(5′S,6R,6′R,11R,13R,15S,17aR,20R,20aR,20bS)-6′-ethyl-3′,4′,5′,6,6′,7,10,11,14,15,17a,20,20a,20b-tetradecahydro-20,20b-dihydroxy-5′,6,8,19-tetramethylspiro[11,15-methano-2H,13H,17H-furo[4,3,2-pq][2,6]benzodioxacyclooctadecin-13,2′-[2H]pyran]-17-one and (2aE,4E,8E)-(5′S,6R,6′R,11R,13R,15S,17aR,20R,20aR,20bS)-3′,4′,5′,6,6′,7,10,11,14,15,17a,20,20a,20b-tetradecahydro-20,20b-dihydroxy-5′,6,6′,8,19-pentamethylspiro[11,15-methano-2H,13H,17H-furo[4,3,2-pq][2,6]benzodioxacyclooctadecin-13,2′-[2H]pyran]-17-one [Reaction mass of milbemycin A3 (CAS No 51596-10-2) and milbemycin A4 (CAS No 51596-11-3)]",943-060-1,1799297-76-9,Opinion Adopted,Germany,Active substance in Plant Protection Products,21-Aug-2025,0b0236e180a0bb95,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0bb95"" target=""_blank"">Details</a>"
"Tributyltin Compounds  show/hide  tributyl(2-methylprop-2-en-1-yl)stannane  EC / List no: 677-913-1  | CAS no: 67883-62-9  [1R-(1α,4aβ,4bα,7β,10aα)]-tributyl[[(-1,2,3,4,4a,4b,5,6,7,9,10,10a-dodecahydro-1,4a,7-trihydroxy-7-vinyl-1-phenanthryl)carbonyl]oxy]stannane  EC / List no: 306-138-0  | CAS no: 96446-11-6  2-(tributylstannyl)pyrimidine  EC / List no: 687-738-2  | CAS no: 153435-63-3  2,3-difluoro-4-(tributylstannyl)pyridine  EC / List no: 688-550-3  | CAS no: 1245816-05-0  4-methyl-2-(tributylstannyl)-1,3-thiazole  EC / List no: 690-395-1  | CAS no: 251635-59-3  Pyridine, 4-methoxy-2-(tributylstannyl)-  EC / List no: 805-924-5  | CAS no: 927810-08-0  1H-Pyrazole, 1-phenyl-5-(tributylstannyl)-  EC / List no: 806-959-9  | CAS no: 141998-89-2  Ethanamine, 2-[[(tributylstannyl)methyl]thio]-  EC / List no: 809-159-8  | CAS no: 1452829-00-3  2-bromo-6-(tributylstannyl)pyridine  EC / List no: 623-183-4  | CAS no: 189083-81-6  Tributyl(3-methyl-2-butenyl)tin  EC / List no: 624-983-6  | CAS no: 53911-92-5  Stannane, tributyl-1,2-propadien-1-yl-  EC / List no: 624-984-1  | CAS no: 53915-69-8  2-(tributylstannyl)pyrazine  EC / List no: 625-510-6  | CAS no: 205371-27-3  3-(tributylstannyl)pyridine  EC / List no: 626-493-8  | CAS no: 59020-10-9  tributyltin iodide  EC / List no: 626-540-2  | CAS no: 7342-47-4  Bis(tributylstannyl)acetylene  EC / List no: 627-010-3  | CAS no: 994-71-8  2-(Tri-n-butylstannyl)oxazole  EC / List no: 627-303-6  | CAS no: 145214-05-7  2-(Tributylstannyl)pyridine  EC / List no: 628-762-5  | CAS no: 17997-47-6  Tributyl(isoundecanoyloxy)stannane  EC / List no: 299-691-1  | CAS no: 93893-98-2  Tributyl(nonylphenoxy)stannane  EC / List no: 300-673-3  | CAS no: 93951-53-2  Tributyl(isononanoyloxy)stannane  EC / List no: 300-971-3  | CAS no: 93965-22-1  Tributyl(isodecanoyloxy)stannane  EC / List no: 300-977-6  | CAS no: 93965-27-6  Tributyl[(p-tert-butylbenzoyl)oxy]stannane  EC / List no: 301-734-7  | CAS no: 94042-69-0  Stannane, tributyl-, mono(resin acyloxy) derivs.  EC / List no: 302-265-0  | CAS no: 94095-56-4  1,3-Propanediol, 2-amino-2-ethyl-, reaction products with tributyl(pentyloxy)stannane  EC / List no: 291-997-3  | CAS no: 90529-64-9  Stannane, tributyl-, mono[(C1-12-alkylsulfonyl)oxy] derivs.  EC / List no: 292-191-4  | CAS no: 90552-67-3  Stannane, tributyl-, mono(C3-23-branched acyloxy) derivs.  EC / List no: 292-193-5  | CAS no: 90552-68-4  Tributyl(octanoyloxy)stannane  EC / List no: 234-226-8  | CAS no: 10603-63-1  Tributylvinylstannane  EC / List no: 231-291-4  | CAS no: 7486-35-3  Tributyl(palmitoyloxy)stannane  EC / List no: 231-618-0  | CAS no: 7653-28-3  Bis(tributyltin) oxide  EC / List no: 200-268-0  | CAS no: 56-35-9  Tributyltin acetate  EC / List no: 200-269-6  | CAS no: 56-36-0  Tri-n-butyltin methanolate  EC / List no: 213-933-5  | CAS no: 1067-52-3  Tributyltin hydroxide  EC / List no: 213-939-8  | CAS no: 1067-97-6  Tributyltin chloride  EC / List no: 215-958-7  | CAS no: 1461-22-9  Tributyltin bromide  EC / List no: 215-959-2  | CAS no: 1461-23-0  Tributylmethylstannane  EC / List no: 216-202-9  | CAS no: 1528-01-4  Tributyltin fluoride  EC / List no: 217-847-9  | CAS no: 1983-10-4  Tri-n-butyltin hydride  EC / List no: 211-704-4  | CAS no: 688-73-3  Hexabutyldistannane  EC / List no: 212-383-3  | CAS no: 813-19-4  Tributyl(methacryloyloxy)stannane  EC / List no: 218-452-4  | CAS no: 2155-70-6  Tributyl(myristoyloxy)stannane  EC / List no: 225-727-2  | CAS no: 5035-68-7  [benzene-1,2,4,5-tetrayltetrakis(carbonyloxy)]tetrakis[tributylstannane]  EC / List no: 225-831-8  | CAS no: 5107-58-4  8-[(tributylstannyl)oxy]quinoline  EC / List no: 226-820-0  | CAS no: 5488-45-9  Tributyl[(diethylthiocarbamoyl)thio]stannane  EC / List no: 227-437-1  | CAS no: 5847-53-0  Tributyl(oleoyloxy)stannane  EC / List no: 221-433-3  | CAS no: 3090-35-5  Tributyl(lauroyloxy)stannane  EC / List no: 221-434-9  | CAS no: 3090-36-6  Tributylphenoxystannane  EC / List no: 222-721-1  | CAS no: 3587-18-6  Tributyl(pentachlorophenoxy)stannane  EC / List no: 222-873-9  | CAS no: 3644-38-0  Tributylcyclopenta-2,4-dienylstannane  EC / List no: 223-469-5  | CAS no: 3912-86-5  Tributyl(stearoyloxy)stannane  EC / List no: 223-699-6  | CAS no: 4027-13-8  4-oxo-4-[(tributylstannyl)oxy]but-2-enoic acid  EC / List no: 223-701-5  | CAS no: 4027-18-3  Tributylstannyl salicylate  EC / List no: 224-397-7  | CAS no: 4342-30-7  Tributyl(trichloroacetoxy)stannane  EC / List no: 224-398-2  | CAS no: 4342-33-0  Tributylstannyl benzoate  EC / List no: 224-399-8  | CAS no: 4342-36-3  [(terephthaloylbis(oxy)]bis(tributylstannane)  EC / List no: 225-291-3  | CAS no: 4756-53-0  [(phthaloylbis(oxy)]bis(tributylstannane)  EC / List no: 225-327-8  | CAS no: 4782-29-0  Hexabutyldistannathiane  EC / List no: 225-369-7  | CAS no: 4808-30-4  Tributyl[(2-ethylhexanoyl)oxy]stannane  EC / List no: 225-726-7  | CAS no: 5035-67-6  (E,E)-tributyl(hexa-2,4-dienoyloxy)stannane  EC / List no: 279-149-0  | CAS no: 79403-36-4  Stannane, tributyl-, mono(tall-oil fatty acyloxy) derivs.  EC / List no: 284-083-0  | CAS no: 84777-54-8  Tributyl[(2,3-dibromo-2-methylpropionyl)oxy]stannane  EC / List no: 284-301-4  | CAS no: 84837-25-2  Tributyl(2,4,5-trichlorophenoxy)stannane  EC / List no: 277-638-3  | CAS no: 73927-98-7  Stannane, tributyl-, mono(naphthenoyloxy) derivs.  EC / List no: 287-083-9  | CAS no: 85409-17-2  Tributyl[[(p-dodecylphenyl)sulphonyl]oxy]stannane  EC / List no: 288-886-7  | CAS no: 85938-51-8  Tributyl[(ethylsulphonyl)oxy]stannane  EC / List no: 272-108-8  | CAS no: 68725-15-5  Sodium tributylstannolate  EC / List no: 288-887-2  | CAS no: 85938-52-9  (acryloyloxy)tributylstannane  EC / List no: 236-381-7  | CAS no: 13331-52-7  5,5,9,9-tetrabutyl-7-[(tributylstannyl)oxy]-6,8-dioxa-7-phospha-5,9-distannatridecane 7-oxide  EC / List no: 236-563-6  | CAS no: 13435-05-7  Tributyl(nicotinoyloxy)stannane  EC / List no: 248-309-1  | CAS no: 27189-59-9  Tributyl(neodecanoyloxy)stannane  EC / List no: 249-232-6  | CAS no: 28801-69-6  Tributyl(undec-10-enoyloxy)stannane  EC / List no: 249-643-0  | CAS no: 29457-48-5  [(tetrachlorophthaloyl)bis(oxy)]bis(tributylstannane)  EC / List no: 250-627-0  | CAS no: 31430-86-1  Triisooctyl 2,2',2''-[(1,1,3-tributyldistannathian-1-yl-3-ylidene)tris(thio)]triacetate  EC / List no: 251-645-1  | CAS no: 33703-04-7  Tributylthiocyanatostannane  EC / List no: 245-807-0  | CAS no: 23654-14-0  (Z,Z)-tributyl(octadeca-9,12-dienoyloxy)stannane  EC / List no: 246-024-7  | CAS no: 24124-25-2  [isopropylidenebis(p-phenyleneoxy)]bis[tributylstannane]  EC / List no: 246-126-1  | CAS no: 24291-51-8  Allyltributylstannane  EC / List no: 246-494-3  | CAS no: 24850-33-7  [1R-(1α,4aβ,4bα,10aα)]-tributyl[[[1,2,3,4,4a,4b,5,6,10,10a-decahydro-7-isopropyl-1,4a-dimethyl-1-phenanthryl]carbonyl]oxy]stannane  EC / List no: 247-531-6  | CAS no: 26239-64-5  [hexabutyl[μ-[sulphato(2-)-O,O'':O',O''']]ditin  EC / List no: 247-634-6  | CAS no: 26377-04-8  [(octylsuccinyl)bis(oxy)]bis[tributylstannane]  EC / List no: 266-955-2  | CAS no: 67701-37-5  Tributyl[(dimethylthiocarbamoyl)thio]stannane  EC / List no: 266-560-5  | CAS no: 67057-32-3  Stannane, tributyl[(1-oxooctyl)oxy]-, branched  EC / List no: 297-707-1  | CAS no: 93686-53-4  Tributyl(tert-decanoyloxy)stannane  EC / List no: 298-515-0  | CAS no: 93805-32-4  Azidotri-n-butyltin(IV)  EC / List no: 605-822-9  | CAS no: 17846-68-3  Tributylethynylstannane  EC / List no: 628-819-4  | CAS no: 994-89-8  2-(tributylstannyl)furan  EC / List no: 629-205-9  | CAS no: 118486-94-5  Tri-n-butylphenyltin;Tributylphenyltin  EC / List no: 629-324-6  | CAS no: 960-16-7  2-(Tri-n-butylstannyl)thiophene  EC / List no: 640-336-0  | CAS no: 54663-78-4  tributyl[3-(trifluoromethyl)phenyl]stannane  EC / List no: 641-141-3  | CAS no: 53566-38-4  1-Methyl-5-(tri-n-butylstannyl)imidazole  EC / List no: 641-307-5  | CAS no: 147716-03-8  Stannane, tributyl(1-ethoxyethenyl)-  EC / List no: 641-308-0  | CAS no: 97674-02-7  trans-1,2-Bis(tri-n-butylstannyl)ethylene  EC / List no: 664-439-5  | CAS no: 14275-61-7  Stannane, tributyl[2-(trimethylsilyl)ethynyl]-  EC / List no: 675-784-6  | CAS no: 81353-38-0  Tri-n-butyl(1-propenyl)tin, cis + trans  EC / List no: 677-902-1  | CAS no: 105494-65-3  Stannane, tributyl-(1Z)-1-propen-1-yl-  EC / List no: 677-906-3  | CAS no: 66680-84-0  cis-1-Ethoxy-2-(tri-n-butylstannyl)ethylene  EC / List no: 677-907-9  | CAS no: 64724-29-4  2-Methoxy-4-(tri-n-butylstannyl)thiazole  EC / List no: 677-911-0  | CAS no: 927391-09-1  5-Methyl-2-(tributylstannyl)thiazole  EC / List no: 677-912-6  | CAS no: 848613-91-2  1-Methyl-2-(tri-n-butylstannyl)imidazole  EC / List no: 677-921-5  | CAS no: 105494-69-7  2-methoxy-6-(tributylstannyl)pyrazine  EC / List no: 677-922-0  | CAS no: 1105511-66-7  5-(tributylstannyl)pyrimidine  EC / List no: 677-923-6  | CAS no: 144173-85-3  4-(Tri-n-butylstannyl)pyridine  EC / List no: 677-925-7  | CAS no: 124252-41-1  3-Isopropoxy-4-(tri-n-butylstannyl)-3-cyclobutene-1,2-dione  EC / List no: 677-926-2  | CAS no: 129034-70-4  5-Methyl-2-(tri-n-butylstannyl)pyridine  EC / List no: 677-927-8  | CAS no: 189195-41-3  5-(tributylstannyl)-1,3-thiazole  EC / List no: 677-928-3  | CAS no: 157025-33-7  4-(Tri-n-butylstannyl)thiazole  EC / List no: 677-930-4  | CAS no: 173979-01-6  3-Methyl-2-(tributylstannyl)pyridine  EC / List no: 677-932-5  | CAS no: 259807-97-1  4-Methyl-2-(tributylstannyl)pyridine  EC / List no: 677-933-0  | CAS no: 301652-23-3  Stannane, tributyl(methylthio)-  EC / List no: -  | CAS no: 17314-32-8  Stannane, tributyl[(trimethylsilyl)methyl]-  EC / List no: -  | CAS no: 77425-85-5  Tributyl[6-(tetrahydropyran-4-yloxy)pyrid-2-yl]stannane  EC / List no: -  | CAS no: 1007847-70-2  4-[6-(tributylstannyl)pyridin-2-yl]morpholine  EC / List no: -  | CAS no: 869901-24-6  1-methyl-5-(tributylstannyl)-3-(trifluoromethyl)-1H-pyrazole  EC / List no: -  | CAS no: 191606-78-7  tributyl(4-fluorophenyl)stannane  EC / List no: -  | CAS no: 17151-47-2  tributyl(iodomethyl) stannane  EC / List no: 848-742-1  | CAS no: 66222-29-5  3-methoxy-2-(tributylstannyl)pyridine  EC / List no: -  | CAS no: 1094072-15-7  tributyl(3,3,3-trifluoroprop-1-yn-1-yl)stannane  EC / List no: -  | CAS no: 64185-12-2  tributyl(cyclopropylethynyl)stannane  EC / List no: -  | CAS no: 254108-69-5",-,-,Opinion Adopted,Germany,Chemical registered under REACH,14-Aug-2025,0b0236e181dac519,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e181dac519"" target=""_blank"">Details</a>"
"Silver zeolite (Zeolite, LTA framework type, ion exchanged with silver and ammonium ions)",620-078-5,130328-18-6,Withdrawn,Sweden,Active substance in Biocidal Products,14-Aug-2025,0b0236e181dabb41,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e181dabb41"" target=""_blank"">Details</a>"
Silver sodium zirconium hydrogenphosphate  ALPHASAN ANTIMICROBIAL RC 2000; ALPHASAN ANTIMICROBIAL RC 5000; NOVARON; SILVER SODIUM HYDROGEN ZIRCONIUM PHOSPHATE,422-570-3,265647-11-8,Withdrawn,Sweden,Active substance in Biocidal Products,14-Aug-2025,0b0236e181da2ba5,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e181da2ba5"" target=""_blank"">Details</a>"
Silver copper zeolite,868-573-7,130328-19-7,Withdrawn,Sweden,Active substance in Biocidal Products,14-Aug-2025,0b0236e187907d0b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e187907d0b"" target=""_blank"">Details</a>"
Propylidynetrimethanol,201-074-9,77-99-6,Submitted,Finland,Chemical registered under REACH,14-Aug-2025,0b0236e18ab13680,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18ab13680"" target=""_blank"">Details</a>"
Nerol,203-378-7,106-25-2,Intention,Denmark,Chemical registered under REACH,14-Aug-2025,0b0236e180a1305d,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a1305d"" target=""_blank"">Details</a>"
"Naphtha (petroleum), hydrodesulfurized heavy  A complex combination of hydrocarbons obtained from a catalytic hydrodesulfurization process. It consists of hydrocarbons having carbon numbers predominantly in the range of C7 through C12 and boiling in the range of approximately 90°C to 230°C (194°F to 446°F).",265-185-4,64742-82-1,Opinion Adopted,Denmark,Chemical registered under REACH,14-Aug-2025,0b0236e18a680468,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a680468"" target=""_blank"">Details</a>"
"N-[3-({[2,2-dimethyl-3-(morpholin-4-yl)propylidene]amino}methyl)-3,5,5-trimethylcyclohexyl]-2,2-dimethyl-3-(morpholin-4-yl)propan-1-imine",700-584-3,1217271-02-7,Opinion Development,Belgium,Chemical registered under REACH,14-Aug-2025,0b0236e180a0c91d,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0c91d"" target=""_blank"">Details</a>"
"Hexabromocyclododecane (HBCDD)  and all major diastereoisomers identified  show/hide  gamma-hexabromocyclododecane  EC / List no: 603-804-5  | CAS no: 134237-52-8  beta-hexabromocyclododecane  EC / List no: 603-802-4  | CAS no: 134237-51-7  Hexabromocyclododecane  EC / List no: 247-148-4  | CAS no: 25637-99-4  1,2,5,6,9,10-hexabromocyclodecane  EC / List no: 221-695-9  | CAS no: 3194-55-6  alpha-hexabromocyclododecane  EC / List no: 603-801-9  | CAS no: 134237-50-6",-,-,Opinion Adopted,Sweden,Chemical registered under REACH,14-Aug-2025,0b0236e180a12027,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a12027"" target=""_blank"">Details</a>"
Fenoxaprop-P,615-273-7,71283-80-2,Opinion Adopted,Austria,Active substance in Plant Protection Products,14-Aug-2025,0b0236e180a0c822,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0c822"" target=""_blank"">Details</a>"
Diantimony trioxide,215-175-0,1309-64-4,Opinion Adopted,Sweden,Chemical registered under REACH,14-Aug-2025,0b0236e18a67b543,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a67b543"" target=""_blank"">Details</a>"
Di(morpholin-4-yl) disulphide,203-103-0,103-34-4,Opinion Development,Belgium,Chemical registered under REACH,14-Aug-2025,0b0236e1831037c4,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1831037c4"" target=""_blank"">Details</a>"
"6-[C12-18-alkyl-(branched, unsaturated)-2,5-dioxopyrrolidin-1-yl]hexanoic acid",701-162-1,-,Opinion Adopted,Austria,Chemical registered under REACH,14-Aug-2025,0b0236e180a0fde8,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0fde8"" target=""_blank"">Details</a>"
"1-[2-(2,4-dichlorophenyl)pentyl]-1H-1,2,4-triazole",266-275-6,66246-88-6,Opinion Adopted,Germany,Active substance in Plant Protection Products,14-Aug-2025,0b0236e18a67fc95,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a67fc95"" target=""_blank"">Details</a>"
"1,6-Bis[2,2-dimethyl-3-(N-morpholino)-propylideneamino]-hexane",700-570-7,1217271-49-2,Opinion Development,Belgium,Chemical registered under REACH,14-Aug-2025,0b0236e1829d4283,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1829d4283"" target=""_blank"">Details</a>"
"(3aS,5S,6R,7aR,7bS,9aS,10R,12aS,12bS)-10-[(2S,3R,4R,5R)-3,4-dihydroxy-5,6-dimethylheptan-2-yl]-5,6-dihydroxy-7a,9a-dimethylhexadecahydro-3H-benzo[c]indeno[5,4-e]oxepin-3-one; 24-epibrassinolide",639-387-1,78821-43-9,Opinion Adopted,Austria,Active substance in Plant Protection Products,14-Aug-2025,0b0236e186f6f6b2,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e186f6f6b2"" target=""_blank"">Details</a>"
Talc (Mg3H2(SiO3)4),238-877-9,14807-96-6,Opinion Adopted,Netherlands,Chemical registered under REACH,11-Aug-2025,0b0236e1808366a2,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1808366a2"" target=""_blank"">Details</a>"
"α-cyano-3-phenoxybenzyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate",257-842-9,52315-07-8,Opinion Adopted,Belgium,Active substance in Plant Protection Products Active substance in Biocidal Products,28-Jul-2025,0b0236e180a100a0,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a100a0"" target=""_blank"">Details</a>"
Trichloromethylstannane,213-608-8,993-16-8,Opinion Adopted,France,Chemical registered under REACH,08-Jul-2025,0b0236e1806421f2,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1806421f2"" target=""_blank"">Details</a>"
Terbuthylazine,227-637-9,5915-41-3,Opinion Adopted,United Kingdom,Active substance in Plant Protection Products,08-Jul-2025,0b0236e1806aeee1,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1806aeee1"" target=""_blank"">Details</a>"
"tefluthrin (ISO); 2,3,5,6-tetrafluoro-4-methylbenzyl (1RS,3RS)-3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropanecarboxylate",616-699-6,79538-32-2,Opinion Adopted,Germany,Active substance in Plant Protection Products,08-Jul-2025,0b0236e180a11805,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a11805"" target=""_blank"">Details</a>"
"reaction mass of N,N'-ethane-1,2-diylbis(hexanamide) and 12-hydroxy-N-[2-[(1-oxyhexyl)amino]ethyl]octadecanamide and N,N'-ethane-1,2-diylbis(12-hydroxyoctadecan amide)",432-430-3,-,Opinion Adopted,United Kingdom,Chemical registered under REACH,08-Jul-2025,0b0236e1858dcd15,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1858dcd15"" target=""_blank"">Details</a>"
