Substance name,EC / List no,CAS no,Status,Submitter,Regulatory programme,Latest update,Link ID,Details
choline hydrogen phosphonate,701-538-5,947138-30-9,Opinion Development,Belgium,Active substance in Plant Protection Products,10-Jun-2025,0b0236e1877d9cf9,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1877d9cf9"" target=""_blank"">Details</a>"
Sulcotrione,619-394-6,99105-77-8,Opinion Adopted,Germany,Active substance in Plant Protection Products,09-Jun-2025,0b0236e18bc353a2,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18bc353a2"" target=""_blank"">Details</a>"
Silver chloride,232-033-3,7783-90-6,Intention,Sweden,Chemical registered under REACH Active substance in Biocidal Products,09-Jun-2025,0b0236e187907d0b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e187907d0b"" target=""_blank"">Details</a>"
Propylidynetrimethanol,201-074-9,77-99-6,Intention,Finland,Chemical registered under REACH,09-Jun-2025,0b0236e180a0c3a5,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0c3a5"" target=""_blank"">Details</a>"
Pentadecafluorooctanoic acid,206-397-9,335-67-1,Opinion Adopted,Norway,Chemical registered under REACH,09-Jun-2025,0b0236e18a680468,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a680468"" target=""_blank"">Details</a>"
"N-[3-({[2,2-dimethyl-3-(morpholin-4-yl)propylidene]amino}methyl)-3,5,5-trimethylcyclohexyl]-2,2-dimethyl-3-(morpholin-4-yl)propan-1-imine",700-584-3,1217271-02-7,Consultation,Belgium,Chemical registered under REACH,09-Jun-2025,0b0236e185dd40de,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e185dd40de"" target=""_blank"">Details</a>"
"Ethylene bis[3,3-bis(3-tert-butyl-4-hydroxyphenyl)butyrate]",251-073-2,32509-66-3,Opinion Adopted,Belgium,Chemical registered under REACH,09-Jun-2025,0b0236e1885a5bc7,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1885a5bc7"" target=""_blank"">Details</a>"
DPX-Q8U80,832-861-0,1254304-22-7,Opinion Adopted,Malta,Active substance in Plant Protection Products,09-Jun-2025,0b0236e1838a73e8,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1838a73e8"" target=""_blank"">Details</a>"
dichloromethane; methylene chloride,200-838-9,75-09-2,Opinion Adopted,Italy,Chemical registered under REACH,09-Jun-2025,0b0236e189d8b24d,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189d8b24d"" target=""_blank"">Details</a>"
"butan-2-one O,O',O''-(methylsilylidyne)trioxime; butan-2-one O,O',O''-(vinylsilylidyne)trioxime; butan-2-one O,O',O'',O'''-silanetetrayltetraoxime",-,-,Opinion Development,Germany,Chemical registered under REACH,09-Jun-2025,0b0236e18b92a21a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b92a21a"" target=""_blank"">Details</a>"
Benzyl butyl phthalate,201-622-7,85-68-7,Submitted,France,Chemical registered under REACH,09-Jun-2025,0b0236e18810a4c6,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18810a4c6"" target=""_blank"">Details</a>"
Acetophenone,202-708-7,98-86-2,Opinion Adopted,Spain,Chemical registered under REACH,09-Jun-2025,0b0236e18bc37543,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18bc37543"" target=""_blank"">Details</a>"
"[1α(S*),3α]-(α)-cyano-(3-phenoxyphenyl)methyl3-(2,2-dichlor-oethenyl)-2,2-dichlorovinyl)-2,2-dimethyl-cyclopropanecarboxylate αCypermethrin)",614-054-3,67375-30-8,Submitted,Belgium,Active substance in Plant Protection Products Active substance in Biocidal Products,09-Jun-2025,0b0236e18886ef6b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18886ef6b"" target=""_blank"">Details</a>"
"3,4-dimethyl-1H-pyrazole",429-130-1,2820-37-3,Opinion Adopted,Belgium,Chemical registered under REACH,09-Jun-2025,0b0236e188f838ab,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188f838ab"" target=""_blank"">Details</a>"
2-ethylhexyl (2E)-3-(4-methoxyphenyl)acrylate,629-661-9,83834-59-7,Opinion Adopted,Germany,Chemical registered under REACH,09-Jun-2025,0b0236e188f26cab,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188f26cab"" target=""_blank"">Details</a>"
2-(2H-benzotriazol-2-yl)-p-cresol,219-470-5,2440-22-4,Opinion Adopted,Germany,Chemical registered under REACH,09-Jun-2025,0b0236e18886f879,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18886f879"" target=""_blank"">Details</a>"
"1H-Pyrazole, 3,4-dimethyl-, phosphate (1:1)",424-640-9,202842-98-6,Opinion Adopted,Belgium,Chemical registered under REACH,09-Jun-2025,0b0236e18803080e,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18803080e"" target=""_blank"">Details</a>"
"1-methylheptyl [(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxy]acetate",279-752-9,81406-37-3,Opinion Development,Sweden,Active substance in Plant Protection Products,09-Jun-2025,0b0236e188e6e587,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188e6e587"" target=""_blank"">Details</a>"
Trifluoroacetic acid,200-929-3,76-05-1,Consultation,Germany,Chemical registered under REACH,03-Jun-2025,0b0236e18ba5a67b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18ba5a67b"" target=""_blank"">Details</a>"
Sulphuryl difluoride,220-281-5,2699-79-8,Submitted,Austria,Active substance in Plant Protection Products,03-Jun-2025,0b0236e188e8d4b8,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188e8d4b8"" target=""_blank"">Details</a>"
sodium trifluoroacetate and other inorganic salts of trifluoroacetic acid  show/hide  Sodium trifluoroacetate  EC / List no: 220-879-6  | CAS no: 2923-18-4,-,-,Consultation,Germany,Chemical registered under REACH,03-Jun-2025,0b0236e1831f20e6,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1831f20e6"" target=""_blank"">Details</a>"
Silver nitrate,231-853-9,7761-88-8,Opinion Adopted,Sweden,Active substance in Biocidal Products,03-Jun-2025,0b0236e1809d3513,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1809d3513"" target=""_blank"">Details</a>"
Silicon dioxide,231-545-4,7631-86-9,Opinion Adopted,Netherlands,Chemical registered under REACH Active substance in Biocidal Products,03-Jun-2025,0b0236e1877f5d68,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1877f5d68"" target=""_blank"">Details</a>"
"Reaction products of diphenylamine with nonene, branched",701-385-4,-,Opinion Adopted,France,Chemical registered under REACH,03-Jun-2025,0b0236e1890b0fce,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1890b0fce"" target=""_blank"">Details</a>"
"p-(2,3-epoxypropoxy)-N,N-bis(2,3-epoxypropyl)aniline",225-716-2,5026-74-4,Intention,Denmark,Chemical registered under REACH,03-Jun-2025,0b0236e1885a4e64,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1885a4e64"" target=""_blank"">Details</a>"
O-isopropyl ethylthiocarbamate,205-517-7,141-98-0,Opinion Adopted,Ireland,Chemical registered under REACH,03-Jun-2025,0b0236e182fd56df,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e182fd56df"" target=""_blank"">Details</a>"
Nitromethane,200-876-6,75-52-5,Opinion Adopted,Belgium,Chemical registered under REACH,03-Jun-2025,0b0236e182fd422a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e182fd422a"" target=""_blank"">Details</a>"
Nitroethane,201-188-9,79-24-3,Opinion Adopted,Belgium,Chemical registered under REACH,03-Jun-2025,0b0236e18a14ce16,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a14ce16"" target=""_blank"">Details</a>"
"Naphthenic acids, zinc salts, basic",282-762-6,84418-50-8,Submitted,Germany,Chemical registered under REACH,03-Jun-2025,0b0236e18729f9dd,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18729f9dd"" target=""_blank"">Details</a>"
Methyldithiocarbamic acid  show/hide  Metam-sodium  EC / List no: 205-293-0  | CAS no: 137-42-8,205-632-2,144-54-7,Opinion Adopted,Belgium,Active substance in Plant Protection Products,03-Jun-2025,0b0236e1898304f1,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1898304f1"" target=""_blank"">Details</a>"
"methyl-1H-benzotriazole; sodium 4(or 5)-methyl-1H-benzotriazolide; 4(or 5)-methyl-1H-benzotriazole, potassium salt; and other inorganic salts",-,-,Submitted,Germany,Chemical registered under REACH,03-Jun-2025,0b0236e1890b08d3,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1890b08d3"" target=""_blank"">Details</a>"
"m-(2,3-epoxypropoxy)-N,N-bis(2,3-epoxypropyl)aniline",275-662-9,71604-74-5,Intention,Denmark,Chemical registered under REACH,03-Jun-2025,0b0236e1841c9f71,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1841c9f71"" target=""_blank"">Details</a>"
Exo-(+/-)-1-methyl-4-(1-methylethyl)-2-[(2-methylphenyl)methoxy]-7-oxabicyclo[2.2.1]heptane  ARGOLD; CINMETHYLIN; WL 95481,402-410-9,87818-31-3,Opinion Adopted,Netherlands,Chemical registered under REACH Active substance in Plant Protection Products,03-Jun-2025,0b0236e189b39662,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189b39662"" target=""_blank"">Details</a>"
Dioctyltin oxide,212-791-1,870-08-6,Intention,Austria,Chemical registered under REACH,03-Jun-2025,0b0236e18b929ed1,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b929ed1"" target=""_blank"">Details</a>"
Diisooctyl phthalate,248-523-5,27554-26-3,Submitted,France,Chemical registered under REACH,03-Jun-2025,0b0236e18b928a55,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b928a55"" target=""_blank"">Details</a>"
Diisohexyl phthalate,276-090-2,71850-09-4,Submitted,France,Chemical registered under REACH,03-Jun-2025,0b0236e18b928d80,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b928d80"" target=""_blank"">Details</a>"
