Substance name,EC / List no,CAS no,Status,Submitter,Regulatory programme,Latest update,Link ID,Details
Dihexyl phthalate,201-559-5,84-75-3,Submitted,France,Chemical registered under REACH,03-Jun-2025,0b0236e18b92a154,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b92a154"" target=""_blank"">Details</a>"
Dicyclohexyl phthalate,201-545-9,84-61-7,Submitted,France,Chemical registered under REACH,03-Jun-2025,0b0236e189bf3dbf,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189bf3dbf"" target=""_blank"">Details</a>"
Dichloro(dimethyl)silane,200-901-0,75-78-5,Intention,Sweden,Chemical registered under REACH,03-Jun-2025,0b0236e18b929aad,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b929aad"" target=""_blank"">Details</a>"
Dibutyl phthalate,201-557-4,84-74-2,Submitted,France,Chemical registered under REACH,03-Jun-2025,0b0236e185f27ff4,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e185f27ff4"" target=""_blank"">Details</a>"
Clethodim,619-396-7,99129-21-2,Opinion Adopted,Sweden,Active substance in Plant Protection Products,03-Jun-2025,0b0236e18baccdad,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18baccdad"" target=""_blank"">Details</a>"
Chlormequat chloride,213-666-4,999-81-5,Submitted,Austria,Active substance in Plant Protection Products,03-Jun-2025,0b0236e18b92980a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b92980a"" target=""_blank"">Details</a>"
Bis(2-ethylhexyl) phthalate,204-211-0,117-81-7,Submitted,France,Chemical registered under REACH,03-Jun-2025,0b0236e188e576b4,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188e576b4"" target=""_blank"">Details</a>"
"Benzenamine, N-phenyl-, reaction products with 2,4,4-trimethylpentene",270-128-1,68411-46-1,Opinion Adopted,France,Chemical registered under REACH,03-Jun-2025,0b0236e188649c73,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188649c73"" target=""_blank"">Details</a>"
"4-[2-[4-(1,1-dimethylethyl)phenyl]ethoxy]quinazoline  MAGISTER* F ACARICIDAL CHEMICAL",410-580-0,120928-09-8,Submitted,Germany,Active substance in Plant Protection Products,03-Jun-2025,0b0236e1877da9e3,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1877da9e3"" target=""_blank"">Details</a>"
"2,2'-iminodiethanol",203-868-0,111-42-2,Opinion Adopted,Germany,Chemical registered under REACH,03-Jun-2025,0b0236e182fd58be,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e182fd58be"" target=""_blank"">Details</a>"
1-nitropropane,203-544-9,108-03-2,Opinion Adopted,Belgium,Chemical registered under REACH,03-Jun-2025,0b0236e18815e7a4,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18815e7a4"" target=""_blank"">Details</a>"
1-ethoxy-2-(2-methoxyethoxy)ethane,213-690-5,1002-67-1,Opinion Adopted,Austria,Chemical registered under REACH,03-Jun-2025,0b0236e183a4dc69,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e183a4dc69"" target=""_blank"">Details</a>"
"1,3-diphenylguanidine",203-002-1,102-06-7,Opinion Adopted,France,Chemical registered under REACH,03-Jun-2025,0b0236e18b929d1a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b929d1a"" target=""_blank"">Details</a>"
"1,2-Benzenedicarboxylic acid, dihexyl ester, branched and linear",271-093-5,68515-50-4,Submitted,France,Chemical registered under REACH,03-Jun-2025,0b0236e18b929b72,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b929b72"" target=""_blank"">Details</a>"
"1,2-Benzenedicarboxylic acid, di-C6-8-branched alkyl esters, C7-rich",276-158-1,71888-89-6,Submitted,France,Chemical registered under REACH,03-Jun-2025,0b0236e18aa49d94,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18aa49d94"" target=""_blank"">Details</a>"
"(+/-) 2-(2,4-dichlorophenyl)-3-(1H-1,2,4-triazole-1-yl)propyl-1,1,2,2-tetrafluoroethylether  TETRACONAZOLE",407-760-6,112281-77-3,Submitted,France,Chemical registered under REACH Active substance in Plant Protection Products,03-Jun-2025,0b0236e18a490331,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a490331"" target=""_blank"">Details</a>"
Trimagnesium diphosphide,235-023-7,12057-74-8,Opinion Development,Germany,Active substance in Plant Protection Products Active substance in Biocidal Products,29-May-2025,0b0236e188d99c7a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188d99c7a"" target=""_blank"">Details</a>"
Sodium bromate,232-160-4,7789-38-0,Opinion Development,Germany,Chemical registered under REACH,29-May-2025,0b0236e189d64417,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189d64417"" target=""_blank"">Details</a>"
"reaction products of ammonium bromide and sodium hypochlorite, generated in-situ",-,-,Opinion Development,Sweden,Active substance in Biocidal Products,29-May-2025,0b0236e188d9977a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188d9977a"" target=""_blank"">Details</a>"
Potassium bromate,231-829-8,7758-01-2,Opinion Development,Germany,Chemical registered under REACH,29-May-2025,0b0236e18a2735f5,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a2735f5"" target=""_blank"">Details</a>"
Napropamide,239-333-3,15299-99-7,Opinion Development,Slovenia,Active substance in Plant Protection Products,29-May-2025,0b0236e18a073c56,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a073c56"" target=""_blank"">Details</a>"
"N,N-dicyclohexylbenzothiazole-2-sulphenamide",225-625-8,4979-32-2,Opinion Development,Germany,Chemical registered under REACH,29-May-2025,0b0236e18a67b543,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a67b543"" target=""_blank"">Details</a>"
Di(morpholin-4-yl) disulphide,203-103-0,103-34-4,Consultation,Belgium,Chemical registered under REACH,29-May-2025,0b0236e187edc47f,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e187edc47f"" target=""_blank"">Details</a>"
Cinnamaldehyde,203-213-9,104-55-2,Consultation,Netherlands,Chemical registered under REACH Active substance in Plant Protection Products Active substance in Biocidal Products,29-May-2025,0b0236e188e6df49,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188e6df49"" target=""_blank"">Details</a>"
"Bis(pentane-2,4-dionato)calcium",243-001-3,19372-44-2,Opinion Development,Germany,Chemical registered under REACH,29-May-2025,0b0236e18a485e34,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a485e34"" target=""_blank"">Details</a>"
Aluminium phosphide,244-088-0,20859-73-8,Opinion Development,Germany,Active substance in Plant Protection Products Active substance in Biocidal Products,29-May-2025,0b0236e187907d7a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e187907d7a"" target=""_blank"">Details</a>"
5-methylhexan-2-one,203-737-8,110-12-3,Opinion Development,Finland,Chemical registered under REACH,29-May-2025,0b0236e188d02a82,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188d02a82"" target=""_blank"">Details</a>"
"2-[(1R,6R)-3-methyl-6-prop-1-en-2-ylcyclohex-2-en-1-yl]-5-pentylbenzene-1,3-diol",689-176-3,13956-29-1,Opinion Development,France,Chemical registered under REACH,29-May-2025,0b0236e18acdfbaa,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18acdfbaa"" target=""_blank"">Details</a>"
"2,3-epoxypropyl neodecanoate",247-979-2,26761-45-5,Opinion Development,Denmark,Chemical registered under REACH,29-May-2025,0b0236e18a67fc95,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a67fc95"" target=""_blank"">Details</a>"
"1,6-Bis[2,2-dimethyl-3-(N-morpholino)-propylideneamino]-hexane",700-570-7,1217271-49-2,Consultation,Belgium,Chemical registered under REACH,29-May-2025,0b0236e1897887ad,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1897887ad"" target=""_blank"">Details</a>"
"1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethylindeno[5,6-c]pyran",214-946-9,1222-05-5,Opinion Development,France,Chemical registered under REACH,29-May-2025,0b0236e18958480e,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18958480e"" target=""_blank"">Details</a>"
"resorcinol; 1,3-benzenediol",203-585-2,108-46-3,Opinion Development,France,Chemical registered under REACH,27-May-2025,0b0236e18b86447b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b86447b"" target=""_blank"">Details</a>"
"pendimethalin (ISO); N-(1-ethylpropyl)-2,6-dinitro-3,4-xylidene",254-938-2,40487-42-1,Intention,Sweden,Active substance in Plant Protection Products,27-May-2025,0b0236e18b32e0f8,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b32e0f8"" target=""_blank"">Details</a>"
N-ethyl-N-[2-[1-(2-methylpropoxy)ethoxy]ethyl]-4-(phenylazo)aniline,252-021-1,34432-92-3,Intention,Germany,Chemical registered under REACH,27-May-2025,0b0236e18060d42c,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18060d42c"" target=""_blank"">Details</a>"
"m-phenoxybenzyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate",258-067-9,52645-53-1,Submitted,Ireland,Active substance in Biocidal Products,27-May-2025,0b0236e189e343d3,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189e343d3"" target=""_blank"">Details</a>"
Chlorantraniliprole,610-489-8,500008-45-7,Submitted,Ireland,Active substance in Plant Protection Products,27-May-2025,0b0236e18aa81e9c,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18aa81e9c"" target=""_blank"">Details</a>"
"Butyl 2,3-epoxypropyl ether",219-376-4,2426-08-6,Opinion Development,Sweden,Chemical registered under REACH,27-May-2025,0b0236e18a618c94,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a618c94"" target=""_blank"">Details</a>"
"Allyl 2,3-epoxypropyl ether",203-442-4,106-92-3,Opinion Development,Sweden,Chemical registered under REACH,27-May-2025,0b0236e18aa83d8c,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18aa83d8c"" target=""_blank"">Details</a>"
(tert-butoxymethyl)oxirane,231-640-0,7665-72-7,Opinion Development,Sweden,Chemical registered under REACH,27-May-2025,0b0236e18975131f,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18975131f"" target=""_blank"">Details</a>"
Sodium chlorite,231-836-6,7758-19-2,Opinion Development,Hungary,Chemical registered under REACH,19-May-2025,0b0236e18b758a67,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b758a67"" target=""_blank"">Details</a>"
Morpholine,203-815-1,110-91-8,Intention,France,Chemical registered under REACH,19-May-2025,0b0236e1825c9f9e,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1825c9f9e"" target=""_blank"">Details</a>"
"spinosad (ISO); Reaction mass of Spinosyn A: (2R,3aS,5aR,5bS,9S,13S,14R,16aS,16bR)-2-(6-deoxy-2,3,4-tri-O-methyl-α-L-mannopyranosyloxy)-13-(4-dimethylamino-2,3,4,6-tetradeoxy-β-D-erythropyranosyloxy)-9-ethyl-2,3a,5a,6,7,9,10,11,12,13,14,15,16a,16b-hexadecahydro-14-methyl-1H-8-oxacyclododeaca[b]as-indacene-7,15-dione and Spinosyn D: (2R,3aS,5aR,5bS,9S,13S,14R,16aS,16bR)-2-(6-deoxy-2,3,4-tri-O-methyl-α-L-mannopyranosyloxy)-13-(4-dimethylamino-2.3.4.6-tetradeoxy-β-D-erythropyranosyloxy)-9-ethy-2,3,3a,5a,6,7,9,10,11,12,13,14,15,16a,16b-hexadecahydro-4,14-dimethyl-1H-8-oxacyclododeaca[b]as-indacene-7,15-dione",434-300-1,168316-95-8,Intention,Netherlands,Active substance in Plant Protection Products Active substance in Biocidal Products,12-May-2025,0b0236e183d4b4b8,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e183d4b4b8"" target=""_blank"">Details</a>"
Malathion,204-497-7,121-75-5,Submitted,Czech Republic,Active substance in Plant Protection Products,12-May-2025,0b0236e18b5aa1cc,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b5aa1cc"" target=""_blank"">Details</a>"
Fluopyram,619-797-7,658066-35-4,Submitted,Austria,Active substance in Plant Protection Products,12-May-2025,0b0236e18b59add8,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b59add8"" target=""_blank"">Details</a>"
Dimethylsilanediol,213-915-7,1066-42-8,Intention,Norway,Other substance,12-May-2025,0b0236e18aa21e45,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18aa21e45"" target=""_blank"">Details</a>"
"4-hydroxy-3-(3-(4'-bromo-4-biphenylyl)-1,2,3,4-tetrahydro-1-naphthyl)coumarin",259-980-5,56073-10-0,Submitted,Netherlands,Active substance in Biocidal Products,05-May-2025,0b0236e18a13d769,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a13d769"" target=""_blank"">Details</a>"
"Phenol, styrenated",262-975-0,61788-44-1,Submitted,Germany,Chemical registered under REACH,28-Apr-2025,0b0236e18b63a8bc,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b63a8bc"" target=""_blank"">Details</a>"
Chloroethane,200-830-5,75-00-3,Intention,France,Chemical registered under REACH,15-Apr-2025,0b0236e184b74303,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e184b74303"" target=""_blank"">Details</a>"
"Tetrasodium 4-amino-5-hydroxy-3,6-bis[[4-[[2-(sulphonatooxy)ethyl]sulphonyl]phenyl]azo]naphthalene-2,7-disulphonate",241-164-5,17095-24-8,Opinion Adopted,Germany,Chemical registered under REACH,08-Apr-2025,0b0236e18b5ad4b7,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b5ad4b7"" target=""_blank"">Details</a>"
peanut butter,-,-,Intention,Austria,Active substance in Biocidal Products,08-Apr-2025,0b0236e18ac6d578,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18ac6d578"" target=""_blank"">Details</a>"
hexythiazox (ISO); trans-5-(4-chlorophenyl)-N-cyclohexyl-4-methyl-2-oxo-3-thiazolidine-carboxamide,616-638-3,78587-05-0,Intention,Finland,Active substance in Plant Protection Products,08-Apr-2025,0b0236e185d5e50a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e185d5e50a"" target=""_blank"">Details</a>"
Formaldehyde,200-001-8,50-00-0,Opinion Adopted,Germany,Chemical registered under REACH,08-Apr-2025,0b0236e18b02eba3,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b02eba3"" target=""_blank"">Details</a>"
D-tagatose,201-772-3,87-81-0,Submitted,Belgium,Active substance in Plant Protection Products,08-Apr-2025,0b0236e18b6ac263,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b6ac263"" target=""_blank"">Details</a>"
cis-tricos-9-ene,248-505-7,27519-02-4,Intention,Austria,Active substance in Biocidal Products,08-Apr-2025,0b0236e185fb8885,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e185fb8885"" target=""_blank"">Details</a>"
Calcium acetylide,200-848-3,75-20-7,Opinion Development,Estonia,Chemical registered under REACH Active substance in Plant Protection Products,08-Apr-2025,0b0236e181e6165e,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e181e6165e"" target=""_blank"">Details</a>"
benzyl 4-amino-3-chloro-6-(4-chloro-2-fluoro-3-methoxyphenyl)-5-fluoropyridine-2-carboxylate; florpyrauxifen-benzyl,815-125-3,1390661-72-9,Submitted,Italy,Active substance in Plant Protection Products,08-Apr-2025,0b0236e18956f352,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18956f352"" target=""_blank"">Details</a>"
Beflubutamid,601-267-1,113614-08-7,Opinion Development,Germany,Active substance in Plant Protection Products,08-Apr-2025,0b0236e18b4bfcc6,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b4bfcc6"" target=""_blank"">Details</a>"
2-tert-butyl-4-methoxyphenol; tert-butyl-4-methoxyphenol,-,-,Intention,France,Chemical registered under REACH,08-Apr-2025,0b0236e1847e9572,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1847e9572"" target=""_blank"">Details</a>"
2-(dimethylamino)-2-[(4-methylphenyl)methyl]-1-[4-(morpholin-4-yl)phenyl]butan-1-one,438-340-0,119344-86-4,Opinion Adopted,Austria,Chemical registered under REACH,08-Apr-2025,0b0236e1890c5756,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1890c5756"" target=""_blank"">Details</a>"
"1,1,3,3-tetramethylbutyl peroxyneodecanoate",257-077-0,51240-95-0,Submitted,France,Chemical registered under REACH,08-Apr-2025,0b0236e1843a1d91,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1843a1d91"" target=""_blank"">Details</a>"
(3E)-dec-3-en-2-one,701-234-2,18402-84-1,Opinion Adopted,Netherlands,Chemical registered under REACH Active substance in Plant Protection Products,08-Apr-2025,0b0236e18a8f847f,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a8f847f"" target=""_blank"">Details</a>"
Decan-1-ol,203-956-9,112-30-1,Submitted,Poland,Chemical registered under REACH Active substance in Plant Protection Products,07-Apr-2025,0b0236e18b5adf79,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b5adf79"" target=""_blank"">Details</a>"
"Pepper (Piper), P. nigrum, ext.  Extractives and their physically modified derivatives such as tinctures, concretes, absolutes, essential oils, oleoresins, terpenes, terpene-free fractions, distillates, residues, etc., obtained from Piper nigrum, Piperaceae.",284-524-7,84929-41-9,Submitted,Austria,Chemical registered under REACH Active substance in Plant Protection Products,25-Mar-2025,0b0236e188043661,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188043661"" target=""_blank"">Details</a>"
2-amino-2-methylpropanol,204-709-8,124-68-5,Opinion Development,Austria,Chemical registered under REACH,25-Mar-2025,0b0236e181ce6cdb,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e181ce6cdb"" target=""_blank"">Details</a>"
(RS)-1-{1-ethyl-4-[4-mesyl-3-(2-methoxyethoxy)-o-toluoyl]pyrazol-5-yloxy}ethyl methyl carbonate; tolpyralate,701-225-3,1101132-67-5,Opinion Adopted,United Kingdom,Chemical registered under REACH Active substance in Plant Protection Products,25-Mar-2025,0b0236e18ab8a436,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18ab8a436"" target=""_blank"">Details</a>"
"(2-hydroxy-1,1-dimethylethyl)ammonium chloride; Reaction mass of 2-amino-2-methylpropanol and (2-hydroxy-1,1-dimethylethyl)ammonium chloride  show/hide  Reaction mass of 2-amino-2-methyl-1-propanol hydrochlorid (3207-12-3) and 2-amino-2-methyl-1-propanol (124-68-5)  EC / List no: 947-894-7  | CAS no: -  (2-hydroxy-1,1-dimethylethyl)ammonium chloride  EC / List no: 221-713-5  | CAS no: 3207-12-3",-,-,Opinion Development,Austria,Chemical registered under REACH,20-Mar-2025,0b0236e18b54cb19,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b54cb19"" target=""_blank"">Details</a>"
Maleic acid,203-742-5,110-16-7,Intention,Austria,Chemical registered under REACH,11-Mar-2025,0b0236e18b21da7b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b21da7b"" target=""_blank"">Details</a>"
Imidazole hydrobromide,483-310-2,101023-55-6,Submitted,Norway,Chemical registered under REACH,11-Mar-2025,0b0236e18a0760ae,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a0760ae"" target=""_blank"">Details</a>"
"4,4'-methylene bis(dibutyldithiocarbamate)",233-593-1,10254-57-6,Opinion Development,Germany,Chemical registered under REACH,11-Mar-2025,0b0236e18b21d22c,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b21d22c"" target=""_blank"">Details</a>"
1-methylimidazole,210-484-7,616-47-7,Submitted,Norway,Chemical registered under REACH,11-Mar-2025,0b0236e1853cd674,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1853cd674"" target=""_blank"">Details</a>"
"α-methyl-1,3-benzodioxole-5-propionaldehyde",214-881-6,1205-17-0,Opinion Adopted,Denmark,Chemical registered under REACH,10-Mar-2025,0b0236e1848d1879,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1848d1879"" target=""_blank"">Details</a>"
Trimethyl borate,204-468-9,121-43-7,Opinion Adopted,Netherlands,Chemical registered under REACH,10-Mar-2025,0b0236e183a2bd5a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e183a2bd5a"" target=""_blank"">Details</a>"
Triethylamine,204-469-4,121-44-8,Opinion Adopted,Austria,Chemical registered under REACH,10-Mar-2025,0b0236e180681922,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180681922"" target=""_blank"">Details</a>"
"transfluthrin (ISO); 2,3,5,6-tetrafluorobenzyl (1R,3S)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate",405-060-5,118712-89-3,Opinion Adopted,Netherlands,Chemical registered under REACH Active substance in Biocidal Products,10-Mar-2025,0b0236e18468dd96,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18468dd96"" target=""_blank"">Details</a>"
Tetramethylene dimethacrylate,218-218-1,2082-81-7,Opinion Adopted,Finland,Chemical registered under REACH,10-Mar-2025,0b0236e18526a376,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18526a376"" target=""_blank"">Details</a>"
tert-butyl 2-ethylperoxyhexanoate,221-110-7,3006-82-4,Opinion Adopted,France,Chemical registered under REACH,10-Mar-2025,0b0236e181cb8df5,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e181cb8df5"" target=""_blank"">Details</a>"
Sulphur dioxide,231-195-2,7446-09-5,Opinion Adopted,Germany,Active substance in Biocidal Products,10-Mar-2025,0b0236e185544484,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e185544484"" target=""_blank"">Details</a>"
Sulfur,231-722-6,7704-34-9,Opinion Adopted,France,Active substance in Plant Protection Products,10-Mar-2025,0b0236e1860d99c7,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1860d99c7"" target=""_blank"">Details</a>"
Sodium peroxometaborate,231-556-4,7632-04-4,Opinion Adopted,Sweden,Chemical registered under REACH,10-Mar-2025,0b0236e183552bed,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e183552bed"" target=""_blank"">Details</a>"
Sodium chlorate,231-887-4,7775-09-9,Opinion Adopted,Sweden,Chemical registered under REACH,10-Mar-2025,0b0236e1850909ff,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1850909ff"" target=""_blank"">Details</a>"
Sodium 3-(allyloxy)-2-hydroxypropanesulphonate,258-004-5,52556-42-0,Opinion Adopted,France,Chemical registered under REACH,10-Mar-2025,0b0236e183963736,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e183963736"" target=""_blank"">Details</a>"
Silver,231-131-3,7440-22-4,Opinion Adopted,Sweden,Active substance in Biocidal Products,10-Mar-2025,0b0236e1830e199b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1830e199b"" target=""_blank"">Details</a>"
S-metolachlor (ISO); 2-chloro-N-(2-ethyl-6-methylphenyl)-N-[(2S)-1-methoxypropan-2-yl]acetamide; (RaSa)-2-chloro-N-(6-ethyl-o-tolyl)-N-[(1S)-2-methoxy-1-methylethyl]acetamide,618-004-1,87392-12-9,Opinion Adopted,Germany,Active substance in Plant Protection Products,10-Mar-2025,0b0236e18463f161,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18463f161"" target=""_blank"">Details</a>"
"resorcinol; 1,3-benzenediol",203-585-2,108-46-3,Opinion Adopted,Finland,Chemical registered under REACH,10-Mar-2025,0b0236e18402b2bf,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18402b2bf"" target=""_blank"">Details</a>"
"Reaction mass of Phosphorous(1+), (N-ethylethanaminato) diphenyl(phenylmethyl)-(T-4)-salt with 4, 4' - [2,2,2-trifluoro-1-(trifluoromethyl) ethylidene bis[phenol] (1:1) and (4,4'-[2,2,2-Trifluoro-1-(trifluoromethyl)ethylidene]diphenol",943-265-6,-,Opinion Adopted,Sweden,Chemical registered under REACH,10-Mar-2025,0b0236e183a84342,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e183a84342"" target=""_blank"">Details</a>"
"reaction mass of N,N'-ethane-1,2-diylbis(decanamide) and 12-hydroxy-N-[2-[(1-oxodecyl)amino]ethyl]octadecanamide and N,N'-ethane-1,2-diylbis(12-hydroxyoctadecanamide)",430-050-2,-,Opinion Adopted,Spain,Chemical registered under REACH,10-Mar-2025,0b0236e1840283d4,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1840283d4"" target=""_blank"">Details</a>"
