Substance name,EC / List no,CAS no,Status,Submitter,Regulatory programme,Latest update,Link ID,Details
"Reaction mass of (3S,3aR,4S,4aR,7R,9aR,9bR,12S)-12-hydroxy-3-methyl-6-methylene 2-oxoperhydro-4a,7-methano-3,9b-propanoazuleno[1,2-b]furan-4-carboxylic acid and (3S,3aR,4S,4aR,7R,9aR,9bR,12S)-12-hydroxy-3-methyl-6-methylene-2-oxoperhydro-4a,7-methano-9b,3-propenoazuleno[1,2-b]furan-4-carboxylic acid; [gibberellins GA4A7]",617-049-4,8030-53-3,Submitted,Slovenia,Active substance in Plant Protection Products,16-Mar-2026,0b0236e18b5ad4b7?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b5ad4b7,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b5ad4b7?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b5ad4b7"" target=""_blank"">Details</a>"
peanut butter,-,-,Submitted,Austria,Active substance in Biocidal Products,16-Mar-2026,0b0236e18b25da74?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b25da74,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b25da74?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b25da74"" target=""_blank"">Details</a>"
Hydrogen chloride,231-595-7,7647-01-0,Consultation,Latvia,Chemical registered under REACH Active substance in Biocidal Products,16-Mar-2026,0b0236e18a490331?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a490331,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a490331?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a490331"" target=""_blank"">Details</a>"
Trimagnesium diphosphide,235-023-7,12057-74-8,Opinion Development,Germany,Active substance in Plant Protection Products Active substance in Biocidal Products,12-Mar-2026,0b0236e188d99c7a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188d99c7a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188d99c7a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188d99c7a"" target=""_blank"">Details</a>"
Sodium bromate,232-160-4,7789-38-0,Opinion Development,Germany,Chemical registered under REACH,12-Mar-2026,0b0236e189d64417?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e189d64417,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189d64417?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e189d64417"" target=""_blank"">Details</a>"
"reaction products of ammonium bromide and sodium hypochlorite, generated in-situ",-,-,Opinion Development,Sweden,Active substance in Biocidal Products,12-Mar-2026,0b0236e188d9977a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188d9977a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188d9977a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188d9977a"" target=""_blank"">Details</a>"
Potassium bromate,231-829-8,7758-01-2,Opinion Development,Germany,Chemical registered under REACH,12-Mar-2026,0b0236e189d8b1e9?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e189d8b1e9,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189d8b1e9?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e189d8b1e9"" target=""_blank"">Details</a>"
Phenyl(methylethylketoxime)silane,433-360-6,34036-80-1,Opinion Development,Germany,Chemical registered under REACH,12-Mar-2026,0b0236e18a073c56?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a073c56,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a073c56?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a073c56"" target=""_blank"">Details</a>"
"N,N-dicyclohexylbenzothiazole-2-sulphenamide",225-625-8,4979-32-2,Opinion Development,Germany,Chemical registered under REACH,12-Mar-2026,0b0236e187edc47f?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e187edc47f,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e187edc47f?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e187edc47f"" target=""_blank"">Details</a>"
Cinnamaldehyde,203-213-9,104-55-2,Opinion Development,Netherlands,Chemical registered under REACH Active substance in Plant Protection Products Active substance in Biocidal Products,12-Mar-2026,0b0236e189d8b24d?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e189d8b24d,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189d8b24d?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e189d8b24d"" target=""_blank"">Details</a>"
"butan-2-one O,O',O''-(methylsilylidyne)trioxime; butan-2-one O,O',O''-(vinylsilylidyne)trioxime; butan-2-one O,O',O'',O'''-silanetetrayltetraoxime  show/hide  Butan-2-one O,O',O''-(vinylsilylidyne)trioxime  EC / List no: 218-747-8  | CAS no: 2224-33-1  Butan-2-one O,O',O''-(methylsilylidyne)trioxime  EC / List no: 245-366-4  | CAS no: 22984-54-9  Butan-2-one O,O',O'',O'''-silanetetrayltetraoxime  EC / List no: 251-882-0  | CAS no: 34206-40-1",-,-,Opinion Development,Germany,Chemical registered under REACH,12-Mar-2026,0b0236e18a485e34?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a485e34,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a485e34?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a485e34"" target=""_blank"">Details</a>"
Aluminium phosphide,244-088-0,20859-73-8,Opinion Development,Germany,Active substance in Plant Protection Products Active substance in Biocidal Products,12-Mar-2026,0b0236e188d02a82?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188d02a82,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188d02a82?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188d02a82"" target=""_blank"">Details</a>"
"2-[(1R,6R)-3-methyl-6-prop-1-en-2-ylcyclohex-2-en-1-yl]-5-pentylbenzene-1,3-diol",689-176-3,13956-29-1,Opinion Development,France,Chemical registered under REACH,12-Mar-2026,0b0236e18d120662?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d120662,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d120662?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d120662"" target=""_blank"">Details</a>"
2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,701-188-3,-,Intention,France,Chemical registered under REACH,12-Mar-2026,0b0236e187a8ba6c?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e187a8ba6c,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e187a8ba6c?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e187a8ba6c"" target=""_blank"">Details</a>"
"1-(5,6,7,8-tetrahydro-3,5,5,6,8,8-hexamethyl-2-naphthyl)ethan-1-one  EC No. 216-133-4 and EC No. 244-240-6  show/hide  1-(5,6,7,8-tetrahydro-3,5,5,6,8,8-hexamethyl-2-naphthyl)ethan-1-one  EC / List no: 216-133-4  | CAS no: 1506-02-1  1-(5,6,7,8-tetrahydro-3,5,5,6,8,8-hexamethyl-2-naphthyl)ethan-1-one  EC / List no: 244-240-6  | CAS no: 21145-77-7",-,-,Opinion Development,Germany,Chemical registered under REACH,12-Mar-2026,0b0236e187907d0b?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e187907d0b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e187907d0b?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e187907d0b"" target=""_blank"">Details</a>"
Propylidynetrimethanol,201-074-9,77-99-6,Withdrawn,Finland,Chemical registered under REACH,09-Mar-2026,0b0236e1877da279?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1877da279,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1877da279?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1877da279"" target=""_blank"">Details</a>"
Cyflufenamid,605-896-2,180409-60-3,Submitted,Germany,Active substance in Plant Protection Products,09-Mar-2026,0b0236e18d109c0b?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d109c0b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d109c0b?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d109c0b"" target=""_blank"">Details</a>"
Bixafen,642-423-9,581809-46-3,Intention,Czech Republic,Active substance in Plant Protection Products,09-Mar-2026,0b0236e18bdedb88?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18bdedb88,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18bdedb88?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18bdedb88"" target=""_blank"">Details</a>"
"3-Methyl-6-isopropenyl-9-decen-1-yl acetate, (3S,6R)-",-,67601-06-3,Submitted,Ireland,Active substance in Plant Protection Products,09-Mar-2026,0b0236e1861a33d4?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1861a33d4,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1861a33d4?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1861a33d4"" target=""_blank"">Details</a>"
"1,3-dichloropropene; (Z)-1,3-dichloropropene; (E)-1,3-dichloropropene  show/hide  1,3-dichloropropene  EC / List no: 208-826-5  | CAS no: 542-75-6  (E)-1,3-dichloropropene  EC / List no: 431-460-4  | CAS no: 10061-02-6  Trans-1,3-dichloropropene  EC / List no: 626-466-0  | CAS no: 10061-02-6  (Z)-1,3-dichloropropene  EC / List no: 233-195-8  | CAS no: 10061-01-5",-,-,Opinion Adopted,Poland,Active substance in Plant Protection Products,09-Mar-2026,0b0236e18ab8a436?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18ab8a436,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18ab8a436?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18ab8a436"" target=""_blank"">Details</a>"
"(2-hydroxy-1,1-dimethylethyl)ammonium chloride; Reaction mass of 2-amino-2-methylpropanol and (2-hydroxy-1,1-dimethylethyl)ammonium chloride  show/hide  Reaction mass of 2-amino-2-methyl-1-propanol hydrochlorid (3207-12-3) and 2-amino-2-methyl-1-propanol (124-68-5)  EC / List no: 947-894-7  | CAS no: -  (2-hydroxy-1,1-dimethylethyl)ammonium chloride  EC / List no: 221-713-5  | CAS no: 3207-12-3",-,-,Opinion Adopted,Austria,Chemical registered under REACH,09-Mar-2026,0b0236e18cf5bda9?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf5bda9,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cf5bda9?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf5bda9"" target=""_blank"">Details</a>"
Tembotrione,608-879-8,335104-84-2,Intention,Austria,Active substance in Plant Protection Products,03-Mar-2026,0b0236e18ad184e6?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18ad184e6,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18ad184e6?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18ad184e6"" target=""_blank"">Details</a>"
Tebufenpyrad,601-585-0,119168-77-3,Consultation,France,Active substance in Plant Protection Products,03-Mar-2026,0b0236e18cf59050?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf59050,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cf59050?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf59050"" target=""_blank"">Details</a>"
sulfoxaflor (ISO); [methyl(oxo){1-[6-(trifluoromethyl)-3-pyridyl]ethyl}-λ6-sulfanylidene]cyanamide,807-366-8,946578-00-3,Intention,Austria,Active substance in Plant Protection Products,03-Mar-2026,0b0236e188d24acd?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188d24acd,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188d24acd?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188d24acd"" target=""_blank"">Details</a>"
p-cymene,202-796-7,99-87-6,Opinion Adopted,Sweden,Chemical registered under REACH,03-Mar-2026,0b0236e1898304f1?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1898304f1,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1898304f1?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1898304f1"" target=""_blank"">Details</a>"
"methyl-1H-benzotriazole; sodium 4(or 5)-methyl-1H-benzotriazolide; 4(or 5)-methyl-1H-benzotriazole, potassium salt; and other inorganic salts",-,-,Consultation,Germany,Chemical registered under REACH,03-Mar-2026,0b0236e18cf577be?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf577be,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cf577be?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf577be"" target=""_blank"">Details</a>"
D-glucitol,200-061-5,50-70-4,Intention,Austria,Active substance in Plant Protection Products,03-Mar-2026,0b0236e18981f919?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18981f919,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18981f919?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18981f919"" target=""_blank"">Details</a>"
benzotriazole; sodium 1H-benzotriazolide; potassium 1H-benzotriazolide; and other inorganic salts,-,-,Consultation,Germany,Chemical registered under REACH,03-Mar-2026,0b0236e18acca709?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18acca709,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18acca709?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18acca709"" target=""_blank"">Details</a>"
"acequinocyl (ISO) 3-dodecyl-1,4-dioxo-1,4-dihydronaphthalen-2-yl acetate",611-595-7,57960-19-7,Submitted,Germany,Active substance in Plant Protection Products,03-Mar-2026,0b0236e1878e53c6?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1878e53c6,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1878e53c6?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1878e53c6"" target=""_blank"">Details</a>"
3-p-cumenyl-2-methylpropionaldehyde,203-161-7,103-95-7,Opinion Adopted,Sweden,Chemical registered under REACH,03-Mar-2026,0b0236e18cf55f1f?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf55f1f,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cf55f1f?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf55f1f"" target=""_blank"">Details</a>"
3-hydroxy-5-methylisoxazole,233-000-6,10004-44-1,Intention,Austria,Active substance in Plant Protection Products,03-Mar-2026,0b0236e18ab116ff?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18ab116ff,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18ab116ff?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18ab116ff"" target=""_blank"">Details</a>"
Tris[2-chloro-1-(chloromethyl)ethyl] phosphate,237-159-2,13674-87-8,Opinion Development,Denmark,Chemical registered under REACH,23-Feb-2026,0b0236e18a4b8a42?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a4b8a42,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a4b8a42?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a4b8a42"" target=""_blank"">Details</a>"
Reaction products of phosphoryl trichloride and 2-methyloxirane,807-935-0,1244733-77-4,Opinion Development,Denmark,Chemical registered under REACH,23-Feb-2026,0b0236e18ade57c7?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18ade57c7,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18ade57c7?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18ade57c7"" target=""_blank"">Details</a>"
"N,N'-(methylenedi-p-phenylene)bis(aziridine-1-carboxamide)",231-034-6,7417-99-4,Submitted,Ireland,Chemical registered under REACH,23-Feb-2026,0b0236e18b019f8a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b019f8a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b019f8a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b019f8a"" target=""_blank"">Details</a>"
"fluoxapiprolin (ISO); 2-{3-[2-(1-{[3,5-bis(difluoromethyl)-1H-pyrazol-1-yl]acetyl}-4-piperidinyl)-1,3-thiazol-4-yl]-4,5-dihydro-1,2-oxazol-5-yl}-3-chlorophenyl methanesulfonate",810-160-0,1360819-11-9,Opinion Development,Austria,Active substance in Plant Protection Products,23-Feb-2026,0b0236e18b4ef87a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b4ef87a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b4ef87a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b4ef87a"" target=""_blank"">Details</a>"
"Di-tert-butyl 3,3,5-trimethylcyclohexylidene diperoxide",229-782-3,6731-36-8,Submitted,Germany,Chemical registered under REACH,23-Feb-2026,0b0236e18baccdad?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18baccdad,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18baccdad?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18baccdad"" target=""_blank"">Details</a>"
Chlormequat chloride,213-666-4,999-81-5,Submitted,Austria,Active substance in Plant Protection Products,23-Feb-2026,0b0236e18ca43c86?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18ca43c86,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18ca43c86?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18ca43c86"" target=""_blank"">Details</a>"
Bis(isopropyl)naphthalene,254-052-6,38640-62-9,Intention,Sweden,Chemical registered under REACH,23-Feb-2026,0b0236e18cf415d6?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf415d6,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cf415d6?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf415d6"" target=""_blank"">Details</a>"
azoxystrobin (ISO); methyl (E)-2-{2-[6-(2-cyanophenoxy)pyrimidin-4-yloxy]phenyl}-3-methoxyacrylate,603-524-3,131860-33-8,Intention,Austria,Active substance in Plant Protection Products,23-Feb-2026,0b0236e18c114913?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c114913,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18c114913?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c114913"" target=""_blank"">Details</a>"
"Agrobody, anti-fungal VHH (ASFBIOF01-02)",-,-,Submitted,Netherlands,Active substance in Plant Protection Products,23-Feb-2026,0b0236e18cb45397?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cb45397,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cb45397?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cb45397"" target=""_blank"">Details</a>"
Acrylic acid,201-177-9,79-10-7,Intention,Sweden,Chemical registered under REACH,23-Feb-2026,0b0236e18782d5dd?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18782d5dd,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18782d5dd?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18782d5dd"" target=""_blank"">Details</a>"
3-(4-tert-butylphenyl)propionaldehyde,242-016-2,18127-01-0,Opinion Adopted,Sweden,Chemical registered under REACH,23-Feb-2026,0b0236e18cf3d98b?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf3d98b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cf3d98b?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf3d98b"" target=""_blank"">Details</a>"
"2-[8-chloro-4-(4-methoxyphenyl)-3-oxo-quinoxaline-2-carbonyl]cyclohexane-1,3-dione",861-589-5,1342891-70-6,Intention,Austria,Active substance in Plant Protection Products,23-Feb-2026,0b0236e18bba70a7?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18bba70a7,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18bba70a7?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18bba70a7"" target=""_blank"">Details</a>"
"2,2,2-trifluoroethanol",200-913-6,75-89-8,Intention,Estonia,Chemical registered under REACH,23-Feb-2026,0b0236e18a6f537d?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a6f537d,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a6f537d?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a6f537d"" target=""_blank"">Details</a>"
"1,4,5,6,7,7-hexachloro-8,9,10-trinorborn-5-ene-2,3-dicarboxylic anhydride",204-077-3,115-27-5,Submitted,Germany,Chemical registered under REACH,23-Feb-2026,0b0236e18cc31c7d?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cc31c7d,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cc31c7d?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cc31c7d"" target=""_blank"">Details</a>"
"Vanadate(1-), oxo[phosphato(3-)-κO]-, hydrogen, hydrate (2:2:1)",618-920-1,93280-40-1,Submitted,France,Chemical registered under REACH,16-Feb-2026,0b0236e188e6e587?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188e6e587,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188e6e587?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188e6e587"" target=""_blank"">Details</a>"
Trifluoroacetic acid,200-929-3,76-05-1,Opinion Development,Germany,Chemical registered under REACH,16-Feb-2026,0b0236e188e8d4b8?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188e8d4b8,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188e8d4b8?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188e8d4b8"" target=""_blank"">Details</a>"
sodium trifluoroacetate and other inorganic salts of trifluoroacetic acid  show/hide  Sodium trifluoroacetate  EC / List no: 220-879-6  | CAS no: 2923-18-4,-,-,Opinion Development,Germany,Chemical registered under REACH,16-Feb-2026,0b0236e18cc30125?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cc30125,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cc30125?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cc30125"" target=""_blank"">Details</a>"
Sodium metavanadate,237-272-7,13718-26-8,Submitted,France,Chemical registered under REACH,16-Feb-2026,0b0236e18cc30fa4?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cc30fa4,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cc30fa4?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cc30fa4"" target=""_blank"">Details</a>"
Potassium vanadium trioxide,237-388-8,13769-43-2,Submitted,France,Chemical registered under REACH,16-Feb-2026,0b0236e18c4ee37e?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c4ee37e,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18c4ee37e?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c4ee37e"" target=""_blank"">Details</a>"
N-ethyl-N-[2-[1-(2-methylpropoxy)ethoxy]ethyl]-4-(phenylazo)aniline,252-021-1,34432-92-3,Consultation,Belgium,Chemical registered under REACH,16-Feb-2026,0b0236e187dde605?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e187dde605,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e187dde605?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e187dde605"" target=""_blank"">Details</a>"
Melamine,203-615-4,108-78-1,Consultation,Germany,Chemical registered under REACH,16-Feb-2026,0b0236e18cc2fa36?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cc2fa36,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cc2fa36?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cc2fa36"" target=""_blank"">Details</a>"
Ammonium trioxovanadate,232-261-3,7803-55-6,Submitted,France,Chemical registered under REACH,16-Feb-2026,0b0236e189ef7cf6?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e189ef7cf6,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189ef7cf6?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e189ef7cf6"" target=""_blank"">Details</a>"
Sodium fluoride,231-667-8,7681-49-4,Opinion Development,France,Chemical registered under REACH,10-Feb-2026,0b0236e186f6f6b2?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e186f6f6b2,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e186f6f6b2?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e186f6f6b2"" target=""_blank"">Details</a>"
Talc (Mg3H2(SiO3)4),238-877-9,14807-96-6,Opinion Adopted,Netherlands,Chemical registered under REACH,04-Feb-2026,0b0236e18b32dea1?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b32dea1,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b32dea1?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b32dea1"" target=""_blank"">Details</a>"
N-(4-aminophenyl)aniline,202-951-9,101-54-2,Intention,Belgium,Chemical registered under REACH,04-Feb-2026,0b0236e18195a284?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18195a284,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18195a284?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18195a284"" target=""_blank"">Details</a>"
