Substance name,EC / List no,CAS no,Status,Submitter,Regulatory programme,Latest update,Link ID,Details
"4,4'-methylene bis(dibutyldithiocarbamate)",233-593-1,10254-57-6,Opinion Adopted,Germany,Chemical registered under REACH,24-Apr-2026,0b0236e188043661?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188043661,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188043661?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188043661"" target=""_blank"">Details</a>"
2-amino-2-methylpropanol,204-709-8,124-68-5,Opinion Adopted,Austria,Chemical registered under REACH,24-Apr-2026,0b0236e1897887ad?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1897887ad,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1897887ad?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1897887ad"" target=""_blank"">Details</a>"
"1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethylindeno[5,6-c]pyran",214-946-9,1222-05-5,Opinion Adopted,France,Chemical registered under REACH,24-Apr-2026,0b0236e18aa83d8c?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18aa83d8c,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18aa83d8c?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18aa83d8c"" target=""_blank"">Details</a>"
(tert-butoxymethyl)oxirane,231-640-0,7665-72-7,Opinion Adopted,Sweden,Chemical registered under REACH,24-Apr-2026,0b0236e18a6d7207?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a6d7207,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a6d7207?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a6d7207"" target=""_blank"">Details</a>"
"Resin acids and Rosin acids, maleated, esters with pentaerythritol",305-516-2,94581-17-6,Opinion Development,Norway,Chemical registered under REACH,21-Apr-2026,0b0236e18a6d6829?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a6d6829,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a6d6829?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a6d6829"" target=""_blank"">Details</a>"
"Resin acids and Rosin acids, fumarated, esters with glycerol",307-051-0,97489-11-7,Opinion Development,Norway,Chemical registered under REACH,21-Apr-2026,0b0236e18a13d769?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a13d769,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a13d769?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a13d769"" target=""_blank"">Details</a>"
"Phenol, styrenated",262-975-0,61788-44-1,Submitted,Germany,Chemical registered under REACH,21-Apr-2026,0b0236e18b73594a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b73594a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b73594a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b73594a"" target=""_blank"">Details</a>"
Perchlorate,623-712-9,14797-73-0,Intention,,Chemical registered under REACH,21-Apr-2026,0b0236e18b737968?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b737968,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b737968?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b737968"" target=""_blank"">Details</a>"
p-(1-phenylethyl)phenol,217-864-1,1988-89-2,Submitted,,Chemical registered under REACH,21-Apr-2026,0b0236e18a3af7b6?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a3af7b6,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a3af7b6?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a3af7b6"" target=""_blank"">Details</a>"
"3-(difluoromethyl)-1-methyl-N-[(3R)-1,1,3-trimethyl-2,3-dihydroinden-4-yl]pyrazole-4-carboxamide",875-886-2,1352994-67-2,Opinion Development,Netherlands,Active substance in Plant Protection Products,21-Apr-2026,0b0236e18d46e016?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d46e016,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d46e016?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d46e016"" target=""_blank"">Details</a>"
"3,5,5-trimethylcyclohex-2-enone",201-126-0,78-59-1,Intention,,Chemical registered under REACH,21-Apr-2026,0b0236e18c4d6ca6?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c4d6ca6,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18c4d6ca6?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c4d6ca6"" target=""_blank"">Details</a>"
Swinglea glutinosa (Rutaceae) leaves extract using ethanol and water,987-013-3,-,Consultation,Netherlands,Active substance in Plant Protection Products,20-Apr-2026,0b0236e18b54cb19?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b54cb19,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b54cb19?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b54cb19"" target=""_blank"">Details</a>"
Maleic acid,203-742-5,110-16-7,Consultation,Austria,Chemical registered under REACH,20-Apr-2026,0b0236e18d0e8cc9?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d0e8cc9,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d0e8cc9?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d0e8cc9"" target=""_blank"">Details</a>"
"α-cyano-3-phenoxybenzyl [1R-[1α(S*),3α]]-3-(2,2-dibromovinyl)-2,2-dimethylcyclopropanecarboxylate",258-256-6,52918-63-5,Intention,Sweden,Active substance in Plant Protection Products Active substance in Biocidal Products,17-Apr-2026,0b0236e18d3525d3?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d3525d3,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d3525d3?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d3525d3"" target=""_blank"">Details</a>"
"morpholine hydrochloride; oleic acid, compound with morpholine (1:1); morpholinium palmitate; morpholinium toluene-4-sulphonate; morpholinium sulphamate",-,-,Submitted,,Chemical registered under REACH,17-Apr-2026,0b0236e1892b821d?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1892b821d,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1892b821d?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1892b821d"" target=""_blank"">Details</a>"
Mono- and di-ortho-phthalate esters with at least one of the following:-a linear or branched alkyl moiety with a C4-C6 backbone* with possible substitution by methyl and/or ethyl groups;-a benzyl moiety with methylene possibly substituted by methyl and/or ethyl groups;-a cyclopentyl or cyclohexyl moiety with possible substitution by methyl and/or ethyl groups.[*The backbone is defined as the longest linear carbon chain from the ester function],-,-,Opinion Development,France,Chemical registered under REACH,13-Apr-2026,0b0236e18b92a386?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b92a386,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b92a386?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b92a386"" target=""_blank"">Details</a>"
"diisopentyl phthalate; di-n-pentyl phthalate; 1,2-benzenedicarboxylic acid, dipentyl ester, branched and linear; n-pentyl-isopentyl phthalate",-,-,Opinion Development,France,Chemical registered under REACH,13-Apr-2026,0b0236e18b929ed1?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b929ed1,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b929ed1?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b929ed1"" target=""_blank"">Details</a>"
Diisooctyl phthalate,248-523-5,27554-26-3,Opinion Development,France,Chemical registered under REACH,13-Apr-2026,0b0236e18b928a55?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b928a55,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b928a55?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b928a55"" target=""_blank"">Details</a>"
Diisohexyl phthalate,276-090-2,71850-09-4,Opinion Development,France,Chemical registered under REACH,13-Apr-2026,0b0236e18b928d80?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b928d80,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b928d80?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b928d80"" target=""_blank"">Details</a>"
Dihexyl phthalate,201-559-5,84-75-3,Opinion Development,France,Chemical registered under REACH,13-Apr-2026,0b0236e18b92a154?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b92a154,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b92a154?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b92a154"" target=""_blank"">Details</a>"
Dicyclohexyl phthalate,201-545-9,84-61-7,Opinion Development,France,Chemical registered under REACH,13-Apr-2026,0b0236e18b929aad?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b929aad,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b929aad?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b929aad"" target=""_blank"">Details</a>"
Dibutyl phthalate,201-557-4,84-74-2,Opinion Development,France,Chemical registered under REACH,13-Apr-2026,0b0236e18a6eb0d3?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a6eb0d3,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a6eb0d3?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a6eb0d3"" target=""_blank"">Details</a>"
"calcium 3,5-dioxo-4-(1-oxopropyl)-cyclohexanecarboxylate",603-193-5,127277-53-6,Opinion Development,France,Active substance in Plant Protection Products,13-Apr-2026,0b0236e185c26a66?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e185c26a66,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e185c26a66?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e185c26a66"" target=""_blank"">Details</a>"
"Butane-1,4-diol",203-786-5,110-63-4,Opinion Development,Germany,Chemical registered under REACH,13-Apr-2026,0b0236e18b92980a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b92980a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b92980a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b92980a"" target=""_blank"">Details</a>"
Bis(2-ethylhexyl) phthalate,204-211-0,117-81-7,Opinion Development,France,Chemical registered under REACH,13-Apr-2026,0b0236e18b92a21a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b92a21a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b92a21a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b92a21a"" target=""_blank"">Details</a>"
Benzyl butyl phthalate,201-622-7,85-68-7,Opinion Development,France,Chemical registered under REACH,13-Apr-2026,0b0236e18b32cdcd?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b32cdcd,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b32cdcd?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b32cdcd"" target=""_blank"">Details</a>"
Benzyl benzoate,204-402-9,120-51-4,Submitted,Belgium,Chemical registered under REACH,13-Apr-2026,0b0236e18d18f997?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d18f997,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d18f997?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d18f997"" target=""_blank"">Details</a>"
"2-anilino-4,6-dimethylpyrimidine  PYRIMETHANIL; SN 100309; ZK 100309",414-220-3,53112-28-0,Submitted,Czech Republic,Active substance in Plant Protection Products,13-Apr-2026,0b0236e18b929d1a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b929d1a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b929d1a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b929d1a"" target=""_blank"">Details</a>"
"1,2-Benzenedicarboxylic acid, dihexyl ester, branched and linear",271-093-5,68515-50-4,Opinion Development,France,Chemical registered under REACH,13-Apr-2026,0b0236e18b929b72?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b929b72,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b929b72?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b929b72"" target=""_blank"">Details</a>"
"1,2-Benzenedicarboxylic acid, di-C6-8-branched alkyl esters, C7-rich",276-158-1,71888-89-6,Opinion Development,France,Chemical registered under REACH,13-Apr-2026,0b0236e18cc7c336?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cc7c336,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cc7c336?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cc7c336"" target=""_blank"">Details</a>"
Pyroxsulam,610-007-6,422556-08-9,Submitted,Denmark,Active substance in Plant Protection Products,06-Apr-2026,0b0236e18b758a67?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b758a67,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b758a67?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b758a67"" target=""_blank"">Details</a>"
Morpholine,203-815-1,110-91-8,Submitted,France,Chemical registered under REACH,06-Apr-2026,0b0236e18d2a001d?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d2a001d,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d2a001d?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d2a001d"" target=""_blank"">Details</a>"
Climbazole,253-775-4,38083-17-9,Intention,Belgium,Chemical registered under REACH,06-Apr-2026,0b0236e18b3c34e1?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b3c34e1,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b3c34e1?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b3c34e1"" target=""_blank"">Details</a>"
"2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-N,N-dimethylpyridine-3-carboxamide",601-148-4,111991-09-4,Submitted,Latvia,Active substance in Plant Protection Products,06-Apr-2026,0b0236e18b21d22c?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b21d22c,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b21d22c?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b21d22c"" target=""_blank"">Details</a>"
1-methylimidazole,210-484-7,616-47-7,Opinion Development,Norway,Chemical registered under REACH,06-Apr-2026,0b0236e18d29f7b0?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d29f7b0,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d29f7b0?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d29f7b0"" target=""_blank"">Details</a>"
"1,1,3,3-tetramethyldisiloxane",221-906-4,3277-26-7,Intention,Belgium,Chemical registered under REACH,06-Apr-2026,0b0236e185cca226?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e185cca226,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e185cca226?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e185cca226"" target=""_blank"">Details</a>"
"S-benzyl N,N-dipropylthiocarbamate  PROSULFOCARB",401-730-6,52888-80-9,Submitted,Portugal,Active substance in Plant Protection Products,30-Mar-2026,0b0236e18c4cf6bb?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c4cf6bb,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18c4cf6bb?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c4cf6bb"" target=""_blank"">Details</a>"
Carbonohydrazide,207-837-2,497-18-7,Intention,Belgium,Chemical registered under REACH,30-Mar-2026,0b0236e18aa21e45?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18aa21e45,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18aa21e45?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18aa21e45"" target=""_blank"">Details</a>"
"4-hydroxy-3-(3-(4'-bromo-4-biphenylyl)-1,2,3,4-tetrahydro-1-naphthyl)coumarin",259-980-5,56073-10-0,Opinion Development,Netherlands,Active substance in Biocidal Products,30-Mar-2026,0b0236e18a0ca4ef?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a0ca4ef,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a0ca4ef?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a0ca4ef"" target=""_blank"">Details</a>"
"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulphonic acid",206-793-1,375-73-5,Submitted,Norway,Chemical registered under REACH,30-Mar-2026,0b0236e18c4bf872?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c4bf872,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18c4bf872?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c4bf872"" target=""_blank"">Details</a>"
(benzyloxy)methanol,238-588-8,14548-60-8,Submitted,Austria,Active substance in Biocidal Products,30-Mar-2026,0b0236e18c300a64?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c300a64,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18c300a64?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c300a64"" target=""_blank"">Details</a>"
"(1S)-2,2-bis(4-fluorophenyl)-1-methylethyl N-{[3-(acetyloxy)-4-methoxy-2-pyridyl]carbonyl}-L-alaninate",837-247-6,1961312-55-9,Submitted,Denmark,Active substance in Plant Protection Products,30-Mar-2026,0b0236e18d2a11b1?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d2a11b1,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d2a11b1?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d2a11b1"" target=""_blank"">Details</a>"
Reaction mass of 1-methyl-4-(1-methylethylidene)cyclohexyl acetate and p-menth-1-en-8-yl acetate,904-693-9,-,Intention,Belgium,Chemical registered under REACH,24-Mar-2026,0b0236e18cf4ab33?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf4ab33,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cf4ab33?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf4ab33"" target=""_blank"">Details</a>"
"flumetylsulforim (ISO); 5-fluoro-4-imino-3-methyl-1-[(4-methylphenyl)sulfonyl]-3,4-dihydropyrimidin-2(1H)-one",701-603-8,1616664-98-2,Intention,Austria,Active substance in Plant Protection Products,24-Mar-2026,0b0236e18c4d58b3?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c4d58b3,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18c4d58b3?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c4d58b3"" target=""_blank"">Details</a>"
Aminoguanidinium hydrogen carbonate,219-956-7,2582-30-1,Intention,Belgium,Chemical registered under REACH,24-Mar-2026,0b0236e1877c5ab3?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1877c5ab3,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1877c5ab3?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1877c5ab3"" target=""_blank"">Details</a>"
4-dimethylaminoazobenzene,200-455-7,60-11-7,Submitted,Germany,Chemical registered under REACH,24-Mar-2026,0b0236e1874b9f66?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1874b9f66,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1874b9f66?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1874b9f66"" target=""_blank"">Details</a>"
"2,3-epoxypropyl o-tolyl ether",218-645-3,2210-79-9,Opinion Adopted,Denmark,Chemical registered under REACH,24-Mar-2026,0b0236e18c9262fb?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c9262fb,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18c9262fb?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c9262fb"" target=""_blank"">Details</a>"
"N-(butoxymethyl)acrylamide; N-[(2-methylpropoxy)methyl]acrylamide; N-isopropylacrylamide; N-(methoxymethyl)acrylamide; N,N-diethylacrylamide; N-methylacrylamide",-,-,Intention,Sweden,Chemical registered under REACH,17-Mar-2026,0b0236e18ba5fc5a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18ba5fc5a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18ba5fc5a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18ba5fc5a"" target=""_blank"">Details</a>"
"fluopicolide (ISO); 2,6-dichloro-N-[3-chloro-5-(trifluoromethyl)-2-pyridylmethyl]benzamide",607-285-6,239110-15-7,Submitted,Austria,Active substance in Plant Protection Products,17-Mar-2026,0b0236e18ba5a67b?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18ba5a67b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18ba5a67b?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18ba5a67b"" target=""_blank"">Details</a>"
Sulphuryl difluoride,220-281-5,2699-79-8,Consultation,Austria,Active substance in Plant Protection Products,16-Mar-2026,0b0236e1835f607a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1835f607a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1835f607a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1835f607a"" target=""_blank"">Details</a>"
