Substance name,EC / List no,CAS no,Status,Submitter,Regulatory programme,Latest update,Link ID,Details
sodium trifluoroacetate and other inorganic salts of trifluoroacetic acid  show/hide  Sodium trifluoroacetate  EC / List no: 220-879-6  | CAS no: 2923-18-4,-,-,Opinion Adopted,Germany,Chemical registered under REACH,15-Jun-2026,0b0236e18975131f?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18975131f,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18975131f?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18975131f"" target=""_blank"">Details</a>"
Sodium chlorite,231-836-6,7758-19-2,Opinion Adopted,Hungary,Chemical registered under REACH,15-Jun-2026,0b0236e188d99c7a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188d99c7a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188d99c7a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188d99c7a"" target=""_blank"">Details</a>"
Sodium bromate,232-160-4,7789-38-0,Opinion Adopted,Germany,Chemical registered under REACH,15-Jun-2026,0b0236e18b73594a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b73594a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b73594a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b73594a"" target=""_blank"">Details</a>"
"salts of perchloric acid, with the exception of those specified elsewhere in this Annex",-,-,Submitted,Germany,Chemical registered under REACH,15-Jun-2026,0b0236e18958480e?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18958480e,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18958480e?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18958480e"" target=""_blank"">Details</a>"
"resorcinol; 1,3-benzenediol",203-585-2,108-46-3,Opinion Adopted,France,Chemical registered under REACH,15-Jun-2026,0b0236e189f32877?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e189f32877,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189f32877?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e189f32877"" target=""_blank"">Details</a>"
"Reaction products of boric acid with 2-propylheptan-1-ol (1:3); 2,2'-methyliminodiethanol and its reaction products with boric acid (1:1.5)",-,-,Intention,Netherlands,Chemical registered under REACH,15-Jun-2026,0b0236e189d64417?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e189d64417,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189d64417?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e189d64417"" target=""_blank"">Details</a>"
"reaction products of ammonium bromide and sodium hypochlorite, generated in-situ",-,-,Opinion Adopted,Sweden,Active substance in Biocidal Products,15-Jun-2026,0b0236e188d9977a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188d9977a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188d9977a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188d9977a"" target=""_blank"">Details</a>"
Potassium bromate,231-829-8,7758-01-2,Opinion Adopted,Germany,Chemical registered under REACH,15-Jun-2026,0b0236e189d8b1e9?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e189d8b1e9,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189d8b1e9?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e189d8b1e9"" target=""_blank"">Details</a>"
Phenyl(methylethylketoxime)silane,433-360-6,34036-80-1,Opinion Adopted,Germany,Chemical registered under REACH,15-Jun-2026,0b0236e18d675fa0?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d675fa0,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d675fa0?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d675fa0"" target=""_blank"">Details</a>"
Perchloric acid,231-512-4,7601-90-3,Submitted,Germany,Chemical registered under REACH,15-Jun-2026,0b0236e18b5adf79?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b5adf79,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b5adf79?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b5adf79"" target=""_blank"">Details</a>"
"Pepper (Piper), P. nigrum, ext.  Extractives and their physically modified derivatives such as tinctures, concretes, absolutes, essential oils, oleoresins, terpenes, terpene-free fractions, distillates, residues, etc., obtained from Piper nigrum, Piperaceae.",284-524-7,84929-41-9,Submitted,Austria,Chemical registered under REACH Active substance in Plant Protection Products,15-Jun-2026,0b0236e18a680468?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a680468,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a680468?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a680468"" target=""_blank"">Details</a>"
"N-[3-({[2,2-dimethyl-3-(morpholin-4-yl)propylidene]amino}methyl)-3,5,5-trimethylcyclohexyl]-2,2-dimethyl-3-(morpholin-4-yl)propan-1-imine",700-584-3,1217271-02-7,Opinion Adopted,Belgium,Chemical registered under REACH,15-Jun-2026,0b0236e18c9262fb?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c9262fb,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18c9262fb?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c9262fb"" target=""_blank"">Details</a>"
"N-(butoxymethyl)acrylamide; N-[(2-methylpropoxy)methyl]acrylamide; N-isopropylacrylamide; N-(methoxymethyl)acrylamide; N,N-diethylacrylamide; N-methylacrylamide",-,-,Intention,Sweden,Chemical registered under REACH,15-Jun-2026,0b0236e18d67ba63?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d67ba63,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d67ba63?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d67ba63"" target=""_blank"">Details</a>"
Methyl 4-hydroxybenzoate,202-785-7,99-76-3,Intention,France,Chemical registered under REACH,15-Jun-2026,0b0236e18801ba94?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18801ba94,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18801ba94?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18801ba94"" target=""_blank"">Details</a>"
"L-p-mentha-1(6),8-dien-2-one",229-352-5,6485-40-1,Opinion Adopted,Sweden,Chemical registered under REACH Active substance in Plant Protection Products,15-Jun-2026,0b0236e189bf3dbf?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e189bf3dbf,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189bf3dbf?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e189bf3dbf"" target=""_blank"">Details</a>"
Dichloro(dimethyl)silane,200-901-0,75-78-5,Submitted,Norway,Chemical registered under REACH,15-Jun-2026,0b0236e18a67b543?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a67b543,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a67b543?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a67b543"" target=""_blank"">Details</a>"
Di(morpholin-4-yl) disulphide,203-103-0,103-34-4,Opinion Adopted,Belgium,Chemical registered under REACH,15-Jun-2026,0b0236e1877da279?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1877da279,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1877da279?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1877da279"" target=""_blank"">Details</a>"
Cyflufenamid,605-896-2,180409-60-3,Submitted,Germany,Active substance in Plant Protection Products,15-Jun-2026,0b0236e187edc47f?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e187edc47f,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e187edc47f?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e187edc47f"" target=""_blank"">Details</a>"
Cinnamaldehyde,203-213-9,104-55-2,Opinion Adopted,Netherlands,Chemical registered under REACH Active substance in Plant Protection Products Active substance in Biocidal Products,15-Jun-2026,0b0236e189d8b24d?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e189d8b24d,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e189d8b24d?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e189d8b24d"" target=""_blank"">Details</a>"
"butan-2-one O,O',O''-(methylsilylidyne)trioxime; butan-2-one O,O',O''-(vinylsilylidyne)trioxime; butan-2-one O,O',O'',O'''-silanetetrayltetraoxime  show/hide  Butan-2-one O,O',O''-(vinylsilylidyne)trioxime  EC / List no: 218-747-8  | CAS no: 2224-33-1  Butan-2-one O,O',O''-(methylsilylidyne)trioxime  EC / List no: 245-366-4  | CAS no: 22984-54-9  Butan-2-one O,O',O'',O'''-silanetetrayltetraoxime  EC / List no: 251-882-0  | CAS no: 34206-40-1",-,-,Opinion Adopted,Germany,Chemical registered under REACH,15-Jun-2026,0b0236e18b32cdcd?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b32cdcd,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b32cdcd?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b32cdcd"" target=""_blank"">Details</a>"
Benzyl benzoate,204-402-9,120-51-4,Submitted,Belgium,Chemical registered under REACH,15-Jun-2026,0b0236e18d6fb9f4?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d6fb9f4,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d6fb9f4?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d6fb9f4"" target=""_blank"">Details</a>"
"benzovindiflupyr (ISO); N-[9-(dichloromethylene)-1,2,3,4-tetrahydro-1,4-methanonaphthalen-5-yl]-3-(difluoromethyl)-1-methyl-1H-pyrazole-4-carboxamide",691-719-4,1072957-71-1,Intention,France,Active substance in Plant Protection Products,15-Jun-2026,0b0236e18cb45397?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cb45397,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cb45397?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cb45397"" target=""_blank"">Details</a>"
Acrylic acid,201-177-9,79-10-7,Intention,Sweden,Chemical registered under REACH,15-Jun-2026,0b0236e18d53a957?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d53a957,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d53a957?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d53a957"" target=""_blank"">Details</a>"
3-methylpyrazole,215-925-7,1453-58-3,Intention,Belgium,Chemical registered under REACH,15-Jun-2026,0b0236e18a67fc95?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a67fc95,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a67fc95?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a67fc95"" target=""_blank"">Details</a>"
"1,6-Bis[2,2-dimethyl-3-(N-morpholino)-propylideneamino]-hexane",700-570-7,1217271-49-2,Opinion Adopted,Belgium,Chemical registered under REACH,15-Jun-2026,0b0236e180d4a0ec?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e180d4a0ec,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180d4a0ec?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e180d4a0ec"" target=""_blank"">Details</a>"
"(RS)-3-Allyl-2-methyl-4-oxocyclopent-2- enyl-(1R,3R;1R,3S)-2,2-dimethyl-3-(2- methylprop-1-enyl)-cyclopropanecarboxy- late (mixture of 4 isomers 1R trans, 1R:1R trans, 1S: 1R cis, 1R: 1R cis,1S 4:4:1:1) (d-Allethrin)",687-634-7,231937-89-6,Submitted,Germany,Active substance in Biocidal Products,15-Jun-2026,0b0236e18d675be0?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d675be0,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d675be0?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d675be0"" target=""_blank"">Details</a>"
Sodium perchlorate,231-511-9,7601-89-0,Submitted,Germany,Chemical registered under REACH,09-Jun-2026,0b0236e1874ca171?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1874ca171,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1874ca171?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1874ca171"" target=""_blank"">Details</a>"
"Reaction mass of bis(N-decyl-N,N-dimethyldecan-1-aminium) carbonate and N-decyl-N,N-dimethyldecan-1-aminium hydrogen carbonate",451-900-9,-,Intention,Austria,Active substance in Biocidal Products,09-Jun-2026,0b0236e1855e8a03?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1855e8a03,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1855e8a03?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1855e8a03"" target=""_blank"">Details</a>"
Pyraclostrobin,605-747-1,175013-18-0,Opinion Adopted,Germany,Active substance in Plant Protection Products,09-Jun-2026,0b0236e18d67672b?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d67672b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d67672b?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d67672b"" target=""_blank"">Details</a>"
Potassium perchlorate,231-912-9,7778-74-7,Submitted,Germany,Chemical registered under REACH,09-Jun-2026,0b0236e18d5fe51e?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d5fe51e,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d5fe51e?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d5fe51e"" target=""_blank"">Details</a>"
Benzyl(purin-6-yl)amine,214-927-5,1214-39-7,Intention,Sweden,Active substance in Plant Protection Products,09-Jun-2026,0b0236e18c21935d?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c21935d,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18c21935d?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c21935d"" target=""_blank"">Details</a>"
Antoferine (ISO); ethanol extract from wood of Vitis vinifera (Vitaceae),-,-,Submitted,Malta,Active substance in Plant Protection Products,09-Jun-2026,0b0236e18d676849?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d676849,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d676849?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d676849"" target=""_blank"">Details</a>"
Ammonium perchlorate,232-235-1,7790-98-9,Submitted,Germany,Chemical registered under REACH,09-Jun-2026,0b0236e18bd6c8a0?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18bd6c8a0,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18bd6c8a0?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18bd6c8a0"" target=""_blank"">Details</a>"
Aluminium phosphide,244-088-0,20859-73-8,Submitted,Austria,Active substance in Plant Protection Products,09-Jun-2026,0b0236e18a485e34?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a485e34,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a485e34?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a485e34"" target=""_blank"">Details</a>"
Aluminium phosphide,244-088-0,20859-73-8,Opinion Adopted,Germany,Active substance in Plant Protection Products Active substance in Biocidal Products,09-Jun-2026,0b0236e18acca709?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18acca709,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18acca709?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18acca709"" target=""_blank"">Details</a>"
"acequinocyl (ISO) 3-dodecyl-1,4-dioxo-1,4-dihydronaphthalen-2-yl acetate",611-595-7,57960-19-7,Submitted,Germany,Active substance in Plant Protection Products,09-Jun-2026,0b0236e18bba70a7?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18bba70a7,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18bba70a7?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18bba70a7"" target=""_blank"">Details</a>"
"2,2,2-trifluoroethanol",200-913-6,75-89-8,Intention,Estonia,Chemical registered under REACH,09-Jun-2026,0b0236e18a0ca4ef?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a0ca4ef,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a0ca4ef?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a0ca4ef"" target=""_blank"">Details</a>"
"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulphonic acid",206-793-1,375-73-5,Submitted,Norway,Chemical registered under REACH,09-Jun-2026,0b0236e18167a30e?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18167a30e,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18167a30e?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18167a30e"" target=""_blank"">Details</a>"
"(RS)-3-Allyl-2-methyl-4-oxocyclopent-2- enyl (1R,3R)-2,2-dimethyl-3-(2-methyl- prop-1-enyl)-cyclopropanecarboxylate (mixture of 2 isomers 1R trans: 1R/S only 1:3) (Esbiothrin)",807-421-6,260359-57-7,Consultation,Germany,Active substance in Biocidal Products,09-Jun-2026,0b0236e18a490331?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a490331,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a490331?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a490331"" target=""_blank"">Details</a>"
Trimagnesium diphosphide,235-023-7,12057-74-8,Opinion Adopted,Germany,Active substance in Plant Protection Products Active substance in Biocidal Products,08-Jun-2026,0b0236e18b5aa1cc?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b5aa1cc,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b5aa1cc?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b5aa1cc"" target=""_blank"">Details</a>"
Fluopyram,619-797-7,658066-35-4,Consultation,Austria,Active substance in Plant Protection Products,08-Jun-2026,0b0236e18a073c56?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a073c56,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a073c56?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a073c56"" target=""_blank"">Details</a>"
"N,N-dicyclohexylbenzothiazole-2-sulphenamide",225-625-8,4979-32-2,Opinion Adopted,Germany,Chemical registered under REACH,05-Jun-2026,0b0236e187a8ba6c?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e187a8ba6c,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e187a8ba6c?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e187a8ba6c"" target=""_blank"">Details</a>"
"1-(5,6,7,8-tetrahydro-3,5,5,6,8,8-hexamethyl-2-naphthyl)ethan-1-one  EC No. 216-133-4 and EC No. 244-240-6  show/hide  1-(5,6,7,8-tetrahydro-3,5,5,6,8,8-hexamethyl-2-naphthyl)ethan-1-one  EC / List no: 244-240-6  | CAS no: 21145-77-7  1-(5,6,7,8-tetrahydro-3,5,5,6,8,8-hexamethyl-2-naphthyl)ethan-1-one  EC / List no: 216-133-4  | CAS no: 1506-02-1",-,-,Opinion Adopted,Germany,Chemical registered under REACH,05-Jun-2026,0b0236e18c4bf872?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c4bf872,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18c4bf872?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c4bf872"" target=""_blank"">Details</a>"
Reaction products of paraformaldehyde and benzyl alcohol,-,-,Submitted,Austria,Active substance in Biocidal Products,28-May-2026,0b0236e18981f919?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18981f919,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18981f919?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18981f919"" target=""_blank"">Details</a>"
benzotriazole; sodium 1H-benzotriazolide; potassium 1H-benzotriazolide; and other inorganic salts,-,-,Opinion Development,Germany,Chemical registered under REACH,28-May-2026,0b0236e182b98395?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e182b98395,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e182b98395?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e182b98395"" target=""_blank"">Details</a>"
Toluene-4-sulphonohydrazide,216-407-3,1576-35-8,Opinion Adopted,Germany,Chemical registered under REACH,27-May-2026,0b0236e18cf5bda9?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf5bda9,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cf5bda9?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf5bda9"" target=""_blank"">Details</a>"
Tembotrione,608-879-8,335104-84-2,Intention,Austria,Active substance in Plant Protection Products,27-May-2026,0b0236e18cf59050?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf59050,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cf59050?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf59050"" target=""_blank"">Details</a>"
