Substance name,EC / List no,CAS no,Status,Submitter,Regulatory programme,Latest update,Link ID,Details
sulfoxaflor (ISO); [methyl(oxo){1-[6-(trifluoromethyl)-3-pyridyl]ethyl}-λ6-sulfanylidene]cyanamide,807-366-8,946578-00-3,Intention,Austria,Active substance in Plant Protection Products,27-May-2026,0b0236e18d584865?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d584865,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d584865?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d584865"" target=""_blank"">Details</a>"
ledprona (ISO); recombinant double-stranded RNA interfering with Leptinotarsa decemlineata proteasome β5 (PSMB5) gene,-,2433753-68-3,Submitted,Belgium,Active substance in Plant Protection Products,27-May-2026,0b0236e18cf4ab33?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf4ab33,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cf4ab33?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf4ab33"" target=""_blank"">Details</a>"
"flumetylsulforim (ISO); 5-fluoro-4-imino-3-methyl-1-[(4-methylphenyl)sulfonyl]-3,4-dihydropyrimidin-2(1H)-one",701-603-8,1616664-98-2,Intention,Austria,Active substance in Plant Protection Products,27-May-2026,0b0236e18d65ec75?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d65ec75,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d65ec75?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d65ec75"" target=""_blank"">Details</a>"
Ethylene,200-815-3,74-85-1,Intention,Netherlands,Active substance in Plant Protection Products,27-May-2026,0b0236e1859f8c80?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1859f8c80,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1859f8c80?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1859f8c80"" target=""_blank"">Details</a>"
ethyl 4-dimethylaminobenzoate; 2-ethylhexyl 4-(dimethylamino)benzoate; 3-methylbutyl 4-(dimethylamino)benzoate; padimate A,-,-,Submitted,Spain,Chemical registered under REACH,27-May-2026,0b0236e18cf415d6?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf415d6,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cf415d6?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf415d6"" target=""_blank"">Details</a>"
azoxystrobin (ISO); methyl (E)-2-{2-[6-(2-cyanophenoxy)pyrimidin-4-yloxy]phenyl}-3-methoxyacrylate,603-524-3,131860-33-8,Intention,Austria,Active substance in Plant Protection Products,27-May-2026,0b0236e18cf3d98b?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf3d98b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cf3d98b?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf3d98b"" target=""_blank"">Details</a>"
"2-[8-chloro-4-(4-methoxyphenyl)-3-oxo-quinoxaline-2-carbonyl]cyclohexane-1,3-dione",861-589-5,1342891-70-6,Intention,Austria,Active substance in Plant Protection Products,27-May-2026,0b0236e1898304f1?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1898304f1,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1898304f1?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1898304f1"" target=""_blank"">Details</a>"
"methyl-1H-benzotriazole; sodium 4(or 5)-methyl-1H-benzotriazolide; 4(or 5)-methyl-1H-benzotriazole, potassium salt; and other inorganic salts",-,-,Opinion Development,Germany,Chemical registered under REACH,26-May-2026,0b0236e18b25da74?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b25da74,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b25da74?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b25da74"" target=""_blank"">Details</a>"
Hydrogen chloride,231-595-7,7647-01-0,Opinion Development,Latvia,Chemical registered under REACH Active substance in Biocidal Products,26-May-2026,0b0236e18b4bfcc6?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b4bfcc6,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b4bfcc6?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b4bfcc6"" target=""_blank"">Details</a>"
2-tert-butyl-4-methoxyphenol; tert-butyl-4-methoxyphenol,-,-,Submitted,France,Chemical registered under REACH,26-May-2026,0b0236e187dde605?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e187dde605,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e187dde605?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e187dde605"" target=""_blank"">Details</a>"
Melamine,203-615-4,108-78-1,Opinion Development,Germany,Chemical registered under REACH,25-May-2026,0b0236e1835f607a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1835f607a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1835f607a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1835f607a"" target=""_blank"">Details</a>"
"gibberellins GA4A7; gibberellin GA4  Reaction mass of (3S,3aR,4S,4aR,7R,9aR,9bR,12S)-12-hydroxy-3-methyl-6-methylene-2-oxoperhydro-4a,7-methano-3,9b-propanoazuleno[1,2-b]furan-4-carboxylic acid and (3S,3aR,4S,4aR,7R,9aR,9bR,12S)-12-hydroxy-3-methyl-6-methylene-2-oxoperhydro-4a,7-methano-9b,3-propenoazuleno[1,2-b]furan-4-carboxylic acid [gibberellins GA4A7];(3S,3aR,4S,4aR,7R,9aR,9bR,12S)-12-hydroxy-3-methyl-6-methylene-2-oxoperhydro-4a,7-methano-3,9b-propanoazuleno[1,2-b]furan-4-carboxylic acid [gibberellin GA4]  show/hide  Gibbane-1,10-dicarboxylic acid, 2,4a-dihydroxy-1-methyl-8-methylene-, 1,4a-lactone, (1α,2β,4aα,4bβ,10β)-  EC / List no: 207-406-9  | CAS no: 468-44-0  Reaction mass of (3S,3aR,4S,4aR,7R,9aR,9bR,12S)-12-hydroxy-3-methyl-6-methylene 2-oxoperhydro-4a,7-methano-3,9b-propanoazuleno[1,2-b]furan-4-carboxylic acid and (3S,3aR,4S,4aR,7R,9aR,9bR,12S)-12-hydroxy-3-methyl-6-methylene-2-oxoperhydro-4a,7-methano-9b,3-propenoazuleno[1,2-b]furan-4-carboxylic acid; [gibberellins GA4A7]  EC / List no: 617-049-4  | CAS no: 8030-53-3",-,-,Consultation,Slovenia,Active substance in Plant Protection Products,25-May-2026,0b0236e18a9d3646?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a9d3646,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a9d3646?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a9d3646"" target=""_blank"">Details</a>"
"Hydrolysed chitosan, hydrochloride (DP = 25-55; average acetylation degree 0-20%); [OptiCHOS]",701-568-9,-,Consultation,Netherlands,Active substance in Plant Protection Products,20-May-2026,0b0236e18ad184e6?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18ad184e6,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18ad184e6?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18ad184e6"" target=""_blank"">Details</a>"
Tebufenpyrad,601-585-0,119168-77-3,Opinion Development,France,Active substance in Plant Protection Products,18-May-2026,0b0236e18c4ee37e?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c4ee37e,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18c4ee37e?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c4ee37e"" target=""_blank"">Details</a>"
N-ethyl-N-[2-[1-(2-methylpropoxy)ethoxy]ethyl]-4-(phenylazo)aniline,252-021-1,34432-92-3,Opinion Development,Belgium,Chemical registered under REACH,18-May-2026,0b0236e18b113c41?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b113c41,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b113c41?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b113c41"" target=""_blank"">Details</a>"
"methyl 5-(2,4-dichlorophenoxy)-2-nitrobenzoate; bifenox",255-894-7,42576-02-3,No data for new RAC opinion,Poland,Active substance in Plant Protection Products,18-May-2026,0b0236e18cc0f458?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cc0f458,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cc0f458?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cc0f458"" target=""_blank"">Details</a>"
cobalt dihydroxide; cobalt(2+) propionate; cobalt(II) 4-oxopent-2-en-2-olate  show/hide  Cobalt(2+) propionate  EC / List no: 216-333-1  | CAS no: 1560-69-6  Cobalt dihydroxide  EC / List no: 244-166-4  | CAS no: 21041-93-0  Cobalt(II) 4-oxopent-2-en-2-olate  EC / List no: 237-855-6  | CAS no: 14024-48-7,-,-,Consultation,Netherlands,Chemical registered under REACH,18-May-2026,0b0236e18cc0ee2e?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cc0ee2e,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cc0ee2e?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cc0ee2e"" target=""_blank"">Details</a>"
Cobalt bis(2-ethylhexanoate),205-250-6,136-52-7,Consultation,Netherlands,Chemical registered under REACH,18-May-2026,0b0236e18b337106?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b337106,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b337106?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b337106"" target=""_blank"">Details</a>"
Sodium chlorate,231-887-4,7775-09-9,Intention,Austria,Chemical registered under REACH,13-May-2026,0b0236e1890b0fce?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1890b0fce,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1890b0fce?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1890b0fce"" target=""_blank"">Details</a>"
"p-(2,3-epoxypropoxy)-N,N-bis(2,3-epoxypropyl)aniline",225-716-2,5026-74-4,Submitted,Denmark,Chemical registered under REACH,13-May-2026,0b0236e180a0a458?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e180a0a458,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180a0a458?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e180a0a458"" target=""_blank"">Details</a>"
Methyl 2-methoxy-2-[1-oxo-2-(propenyl)amino]acetate  MAGME 100 MONOMEER,401-890-7,77402-03-0,Withdrawn,Norway,Chemical registered under REACH,13-May-2026,0b0236e1890b08d3?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1890b08d3,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1890b08d3?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1890b08d3"" target=""_blank"">Details</a>"
"m-(2,3-epoxypropoxy)-N,N-bis(2,3-epoxypropyl)aniline",275-662-9,71604-74-5,Submitted,Denmark,Chemical registered under REACH,13-May-2026,0b0236e180963c96?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e180963c96,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e180963c96?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e180963c96"" target=""_blank"">Details</a>"
"imiprothrin (ISO); reaction mass of [2,5-dioxo-3-(prop-2-yn-1-yl)imidazolidin-1-yl]methyl (1R,3S)-2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropanecarboxylate and [2,5-dioxo-3-(prop-2-yn-1-yl)imidazolidin-1-yl]methyl (1R,3R)-2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropanecarboxylate",428-790-6,72963-72-5,Opinion Adopted,United Kingdom,Chemical registered under REACH Active substance in Biocidal Products,13-May-2026,0b0236e18562cd09?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18562cd09,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18562cd09?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18562cd09"" target=""_blank"">Details</a>"
Fosthiazate,619-377-3,98886-44-3,Withdrawn,Germany,Active substance in Plant Protection Products,13-May-2026,0b0236e1806fa4b5?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1806fa4b5,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1806fa4b5?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1806fa4b5"" target=""_blank"">Details</a>"
"flumioxazin (ISO); N-(7-fluoro-3,4-dihydro-3-oxo-4-prop-2-ynyl-2H-1,4-benzoxazin-6-yl)cyclohex-1-ene-1,2-dicarboximide",600-425-7,103361-09-7,Opinion Adopted,Czech Republic,Active substance in Plant Protection Products,13-May-2026,0b0236e182c8e65d?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e182c8e65d,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e182c8e65d?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e182c8e65d"" target=""_blank"">Details</a>"
dibutyltin di(acetate) [1]; dibutyltin bis(2-ethylhexanoate) [2]  show/hide  Dibutyltin bis(2-ethylhexanoate)  EC / List no: 220-481-2  | CAS no: 2781-10-4  Dibutyltin di(acetate)  EC / List no: 213-928-8  | CAS no: 1067-33-0,-,-,Withdrawn,Norway,Chemical registered under REACH Active substance in Biocidal Products,13-May-2026,0b0236e18d528688?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d528688,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d528688?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d528688"" target=""_blank"">Details</a>"
Cycloxydim,405-230-9,101205-02-1,Intention,Netherlands,Active substance in Plant Protection Products,13-May-2026,0b0236e1839bd87b?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1839bd87b,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1839bd87b?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1839bd87b"" target=""_blank"">Details</a>"
"Aqueous extract from the seeds of Lupinus albus (Fabaceae), germinated",701-313-1,-,Opinion Adopted,Netherlands,Active substance in Plant Protection Products,13-May-2026,0b0236e1829adb3e?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1829adb3e,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1829adb3e?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1829adb3e"" target=""_blank"">Details</a>"
"6-(3-pentapropenyl-2,5-dioxopyrrolidin-1-yl)hexanoic acid",800-767-9,1424148-94-6,Withdrawn,Austria,Chemical registered under REACH,13-May-2026,0b0236e18c9b0db3?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c9b0db3,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18c9b0db3?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c9b0db3"" target=""_blank"">Details</a>"
"4,4'-isopropylidenedi-2,6-xylol",227-033-5,5613-46-7,Intention,Denmark,Chemical registered under REACH,13-May-2026,0b0236e18468ea7a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18468ea7a,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18468ea7a?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18468ea7a"" target=""_blank"">Details</a>"
"3,6,9-trioxaundecamethylene dimethacrylate",203-653-1,109-17-1,Withdrawn,Finland,Chemical registered under REACH,13-May-2026,0b0236e188043661?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188043661,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188043661?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188043661"" target=""_blank"">Details</a>"
2-amino-2-methylpropanol,204-709-8,124-68-5,Opinion Adopted,Austria,Chemical registered under REACH,13-May-2026,0b0236e18b3c34e1?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b3c34e1,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b3c34e1?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b3c34e1"" target=""_blank"">Details</a>"
"2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-N,N-dimethylpyridine-3-carboxamide",601-148-4,111991-09-4,Submitted,Latvia,Active substance in Plant Protection Products,13-May-2026,0b0236e18acdfbaa?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18acdfbaa,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18acdfbaa?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18acdfbaa"" target=""_blank"">Details</a>"
"2,3-epoxypropyl neodecanoate",247-979-2,26761-45-5,Withdrawn,Denmark,Chemical registered under REACH,13-May-2026,0b0236e1841c71ce?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1841c71ce,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1841c71ce?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1841c71ce"" target=""_blank"">Details</a>"
Cobalt oxide,215-154-6,1307-96-6,Consultation,Netherlands,Chemical registered under REACH,11-May-2026,0b0236e18cf55f1f?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf55f1f,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cf55f1f?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cf55f1f"" target=""_blank"">Details</a>"
3-hydroxy-5-methylisoxazole,233-000-6,10004-44-1,Submitted,Austria,Active substance in Plant Protection Products,11-May-2026,0b0236e18b5ad4b7?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b5ad4b7,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b5ad4b7?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b5ad4b7"" target=""_blank"">Details</a>"
"peanut butter, seeds of the groundnut (Arachis hypogaea L.) roasted, peeled and crushed",-,-,Withdrawn,Austria,Active substance in Biocidal Products,05-May-2026,0b0236e18d54052d?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d54052d,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d54052d?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d54052d"" target=""_blank"">Details</a>"
Methyl anthranilate,205-132-4,134-20-3,Intention,Czech Republic,Active substance in Plant Protection Products,05-May-2026,0b0236e18ca43c86?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18ca43c86,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18ca43c86?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18ca43c86"" target=""_blank"">Details</a>"
Bis(isopropyl)naphthalene,254-052-6,38640-62-9,Intention,Sweden,Chemical registered under REACH,05-May-2026,0b0236e18c114913?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c114913,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18c114913?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18c114913"" target=""_blank"">Details</a>"
"Agrobody, anti-fungal VHH (ASFBIOF01-02)",-,-,Consultation,Netherlands,Active substance in Plant Protection Products,05-May-2026,0b0236e18a682353?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a682353,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a682353?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a682353"" target=""_blank"">Details</a>"
"2,4,6,8-tetramethyl-1,3,5,7-tetraoxacyclooctane",203-600-2,108-62-3,Consultation,Poland,Active substance in Plant Protection Products,05-May-2026,0b0236e18bc353a2?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18bc353a2,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18bc353a2?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18bc353a2"" target=""_blank"">Details</a>"
Silver chloride,232-033-3,7783-90-6,Consultation,Sweden,Chemical registered under REACH Active substance in Biocidal Products,28-Apr-2026,0b0236e1848cfabf?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1848cfabf,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1848cfabf?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1848cfabf"" target=""_blank"">Details</a>"
"reaction mass of 1,3-dioxan-5-ol and 1,3-dioxolan-4-ylmethanol",911-694-8,-,Opinion Adopted,Netherlands,Chemical registered under REACH,28-Apr-2026,0b0236e18cc7c336?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cc7c336,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18cc7c336?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18cc7c336"" target=""_blank"">Details</a>"
Pyroxsulam,610-007-6,422556-08-9,Submitted,Denmark,Active substance in Plant Protection Products,28-Apr-2026,0b0236e18b737968?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b737968,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b737968?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b737968"" target=""_blank"">Details</a>"
p-(1-phenylethyl)phenol,217-864-1,1988-89-2,Submitted,Germany,Chemical registered under REACH,28-Apr-2026,0b0236e18d3525d3?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d3525d3,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d3525d3?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d3525d3"" target=""_blank"">Details</a>"
"morpholine hydrochloride; oleic acid, compound with morpholine (1:1); morpholinium palmitate; morpholinium toluene-4-sulphonate; morpholinium sulphamate",-,-,Submitted,France,Chemical registered under REACH,28-Apr-2026,0b0236e18a6eb0d3?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a6eb0d3,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a6eb0d3?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a6eb0d3"" target=""_blank"">Details</a>"
"calcium 3,5-dioxo-4-(1-oxopropyl)-cyclohexanecarboxylate",603-193-5,127277-53-6,Opinion Development,France,Active substance in Plant Protection Products,28-Apr-2026,0b0236e1877c5ab3?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1877c5ab3,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1877c5ab3?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1877c5ab3"" target=""_blank"">Details</a>"
4-dimethylaminoazobenzene,200-455-7,60-11-7,Submitted,Germany,Chemical registered under REACH,28-Apr-2026,0b0236e18d46e016?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d46e016,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18d46e016?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18d46e016"" target=""_blank"">Details</a>"
"3,5,5-trimethylcyclohex-2-enone",201-126-0,78-59-1,Intention,France,Chemical registered under REACH,28-Apr-2026,0b0236e188d02a82?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188d02a82,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e188d02a82?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e188d02a82"" target=""_blank"">Details</a>"
"2-[(1R,6R)-3-methyl-6-prop-1-en-2-ylcyclohex-2-en-1-yl]-5-pentylbenzene-1,3-diol",689-176-3,13956-29-1,Opinion Adopted,France,Chemical registered under REACH,28-Apr-2026,0b0236e18b4f2c06?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b4f2c06,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b4f2c06?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b4f2c06"" target=""_blank"">Details</a>"
"2,2'-dimethyl-2,2'-azodipropiononitrile",201-132-3,78-67-1,Intention,Germany,Chemical registered under REACH,28-Apr-2026,0b0236e1888dd89f?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1888dd89f,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e1888dd89f?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e1888dd89f"" target=""_blank"">Details</a>"
"1-isopropyl-2,2-dimethyltrimethylene diisobutyrate",229-934-9,6846-50-0,Consultation,Norway,Chemical registered under REACH,28-Apr-2026,0b0236e18b32e0f8?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b32e0f8,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b32e0f8?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b32e0f8"" target=""_blank"">Details</a>"
N-ethyl-N-[2-[1-(2-methylpropoxy)ethoxy]ethyl]-4-(phenylazo)aniline,252-021-1,34432-92-3,Consultation,Germany,Chemical registered under REACH,27-Apr-2026,0b0236e18a8f8bf4?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a8f8bf4,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a8f8bf4?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a8f8bf4"" target=""_blank"">Details</a>"
"N'-(1,3-dimethylbutylidene)-3-hydroxy-2-naphthohydrazide",435-860-1,214417-91-1,Consultation,Poland,Chemical registered under REACH,27-Apr-2026,0b0236e18b63a8bc?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b63a8bc,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18b63a8bc?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18b63a8bc"" target=""_blank"">Details</a>"
Chloroethane,200-830-5,75-00-3,Consultation,France,Chemical registered under REACH,27-Apr-2026,0b0236e18a2735f5?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a2735f5,"<a href=""https://echa.europa.eu/registry-of-clh-intentions-until-outcome/-/dislist/details/0b0236e18a2735f5?_disslists_WAR_disslistsportlet_businessIdentifier=0b0236e18a2735f5"" target=""_blank"">Details</a>"
